epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
92,5368.39,0.74185,0.95024,0.46688,0.00189,0.18518,0.93087,0.87823,0.92834,0.8384,0.92517,0.87024,0.91902,0.7366,0.78628,1.24578,0.72808,0.00259,0,0.0283871,0.00946235,0.0283871,0.00946235,0.0283871,0.00946235,0.0283871,0.00946235
93,5426.67,0.76836,0.95125,0.45519,0.00188,0.20396,0.92642,0.88515,0.92553,0.83362,0.91427,0.87027,0.90971,0.73256,0.82796,1.27616,0.73583,0.00268,0,0.0283562,0.00945205,0.0283562,0.00945205,0.0283562,0.00945205,0.0283562,0.00945205
94,5483.38,0.74796,0.92895,0.45698,0.00192,0.19266,0.92309,0.89219,0.93089,0.84589,0.91935,0.87537,0.91898,0.74876,0.77486,1.29257,0.72684,0.00255,0,0.0283252,0.00944175,0.0283252,0.00944175,0.0283252,0.00944175,0.0283252,0.00944175
95,5540.18,0.744,0.94289,0.44819,0.00187,0.2083,0.92921,0.89396,0.92904,0.83191,0.92359,0.88209,0.91392,0.7274,0.80803,1.23886,0.71806,0.0027,0,0.0282943,0.00943144,0.0282943,0.00943144,0.0282943,0.00943144,0.0282943,0.00943144
96,5597.58,0.73535,0.93961,0.45042,0.00195,0.20643,0.9193,0.90024,0.93172,0.83487,0.90881,0.88936,0.91653,0.74195,0.79966,1.24617,0.74482,0.0027,0,0.0282634,0.00942114,0.0282634,0.00942114,0.0282634,0.00942114,0.0282634,0.00942114
97,5654.73,0.74427,0.94876,0.45629,0.00189,0.20293,0.92806,0.87706,0.92607,0.82563,0.92035,0.86326,0.911,0.72862,0.79415,1.2597,0.73466,0.00276,0,0.0282325,0.00941084,0.0282325,0.00941084,0.0282325,0.00941084,0.0282325,0.00941084
98,5713.85,0.76107,0.9373,0.45879,0.00192,0.19424,0.92438,0.8927,0.9328,0.83428,0.91391,0.88077,0.91491,0.73031,0.8006,1.30602,0.71896,0.00264,0,0.0282016,0.00940053,0.0282016,0.00940053,0.0282016,0.00940053,0.0282016,0.00940053
99,5771.74,0.75261,0.94019,0.45357,0.00183,0.19481,0.93689,0.88189,0.93232,0.83911,0.93341,0.87578,0.92462,0.7448,0.79146,1.27397,0.73317,0.00264,0,0.0281707,0.00939023,0.0281707,0.00939023,0.0281707,0.00939023,0.0281707,0.00939023
100,5829.38,0.74062,0.9309,0.44673,0.00196,0.1953,0.92614,0.88538,0.92035,0.82967,0.91879,0.87745,0.91025,0.73458,0.78599,1.25836,0.73845,0.00256,0,0.0281398,0.00937992,0.0281398,0.00937992,0.0281398,0.00937992,0.0281398,0.00937992
101,5887.48,0.74998,0.93689,0.44214,0.0019,0.18222,0.93421,0.88239,0.91542,0.82741,0.92697,0.87452,0.90702,0.73135,0.77004,1.27717,0.73542,0.00253,0,0.0281089,0.00936962,0.0281089,0.00936962,0.0281089,0.00936962,0.0281089,0.00936962
102,5945.86,0.72536,0.9218,0.43954,0.00187,0.19615,0.90956,0.88129,0.92536,0.83342,0.90084,0.87129,0.91133,0.7338,0.77345,1.28171,0.72199,0.00257,0,0.0280779,0.00935932,0.0280779,0.00935932,0.0280779,0.00935932,0.0280779,0.00935932
103,6004.22,0.74565,0.93085,0.44113,0.00188,0.19336,0.91236,0.87864,0.92795,0.84214,0.90731,0.86478,0.91053,0.73791,0.78021,1.24109,0.74288,0.00251,0,0.028047,0.00934901,0.028047,0.00934901,0.028047,0.00934901,0.028047,0.00934901
104,6061.76,0.73893,0.91762,0.43327,0.00188,0.16659,0.93061,0.86774,0.92803,0.83819,0.92883,0.85046,0.90871,0.74022,0.79203,1.23981,0.72434,0.00256,0,0.0280161,0.00933871,0.0280161,0.00933871,0.0280161,0.00933871,0.0280161,0.00933871
105,6119.98,0.72925,0.90299,0.42826,0.00185,0.19349,0.91321,0.86642,0.92339,0.8282,0.90549,0.85725,0.91142,0.72512,0.80971,1.24523,0.75487,0.00267,0,0.0279852,0.0093284,0.0279852,0.0093284,0.0279852,0.0093284,0.0279852,0.0093284
106,6177.8,0.73472,0.92773,0.43961,0.00184,0.19691,0.92286,0.89956,0.92841,0.83415,0.91629,0.88591,0.91619,0.74089,0.78891,1.27004,0.72162,0.0026,0,0.0279543,0.0093181,0.0279543,0.0093181,0.0279543,0.0093181,0.0279543,0.0093181
107,6235.53,0.73914,0.92137,0.43356,0.00188,0.19415,0.914,0.89702,0.93577,0.84379,0.90209,0.8851,0.91828,0.74426,0.78409,1.29055,0.71847,0.0026,0,0.0279234,0.0093078,0.0279234,0.0093078,0.0279234,0.0093078,0.0279234,0.0093078
108,6293.05,0.72756,0.90142,0.42955,0.00191,0.18611,0.92305,0.89726,0.93288,0.84002,0.91446,0.88847,0.9207,0.73649,0.79615,1.28096,0.73716,0.00265,0,0.0278925,0.00929749,0.0278925,0.00929749,0.0278925,0.00929749,0.0278925,0.00929749
109,6350.96,0.7194,0.90933,0.4282,0.00178,0.19204,0.9443,0.89013,0.93432,0.83903,0.93397,0.87904,0.91926,0.74005,0.80536,1.26788,0.72584,0.00261,0,0.0278616,0.00928719,0.0278616,0.00928719,0.0278616,0.00928719,0.0278616,0.00928719
110,6408.87,0.73722,0.91745,0.42955,0.00185,0.18618,0.93781,0.88155,0.93254,0.84686,0.92815,0.87131,0.91999,0.75016,0.77314,1.25469,0.71999,0.00252,0,0.0278307,0.00927689,0.0278307,0.00927689,0.0278307,0.00927689,0.0278307,0.00927689
111,6465.95,0.73299,0.9024,0.42805,0.00191,0.18157,0.9413,0.87455,0.92785,0.83647,0.93523,0.86578,0.91792,0.74286,0.76792,1.2818,0.73104,0.00252,0,0.0277997,0.00926658,0.0277997,0.00926658,0.0277997,0.00926658,0.0277997,0.00926658
112,6523.93,0.7219,0.90858,0.42288,0.00188,0.18513,0.92907,0.88652,0.93019,0.8401,0.92246,0.87762,0.92153,0.75696,0.77017,1.22351,0.73202,0.00258,0,0.0277688,0.00925628,0.0277688,0.00925628,0.0277688,0.00925628,0.0277688,0.00925628
113,6582.45,0.7227,0.8887,0.41205,0.00173,0.18159,0.92894,0.85803,0.91588,0.82839,0.92182,0.84776,0.90448,0.73087,0.79576,1.25967,0.76846,0.00267,0,0.0277379,0.00924597,0.0277379,0.00924597,0.0277379,0.00924597,0.0277379,0.00924597
114,6640.07,0.71967,0.89962,0.41708,0.00183,0.18358,0.92442,0.89582,0.93236,0.8435,0.91527,0.88518,0.92055,0.74102,0.79714,1.28266,0.74227,0.00256,0,0.027707,0.00923567,0.027707,0.00923567,0.027707,0.00923567,0.027707,0.00923567
115,6697.84,0.71671,0.88476,0.41652,0.00182,0.18133,0.92012,0.89468,0.93403,0.84226,0.91246,0.88341,0.91881,0.73824,0.8069,1.31057,0.73899,0.00261,0,0.0276761,0.00922537,0.0276761,0.00922537,0.0276761,0.00922537,0.0276761,0.00922537
116,6756.25,0.72663,0.88881,0.41924,0.00178,0.17731,0.92626,0.89213,0.92836,0.83833,0.91458,0.88059,0.91232,0.73411,0.78561,1.31189,0.74966,0.00258,0,0.0276452,0.00921506,0.0276452,0.00921506,0.0276452,0.00921506,0.0276452,0.00921506
117,6813.82,0.72086,0.90391,0.41715,0.00183,0.16506,0.92921,0.87213,0.92984,0.835,0.92008,0.86255,0.91712,0.73058,0.81118,1.30021,0.74996,0.00263,0,0.0276143,0.00920476,0.0276143,0.00920476,0.0276143,0.00920476,0.0276143,0.00920476
118,6871.52,0.70345,0.903,0.40657,0.00182,0.18851,0.92843,0.8874,0.93082,0.84373,0.91823,0.87738,0.9186,0.75079,0.77719,1.27432,0.74075,0.00257,0,0.0275834,0.00919446,0.0275834,0.00919446,0.0275834,0.00919446,0.0275834,0.00919446
119,6929.52,0.7207,0.891,0.41183,0.00184,0.18797,0.93342,0.88236,0.93016,0.84031,0.92192,0.87123,0.91357,0.75165,0.77991,1.2738,0.74159,0.00258,0,0.0275525,0.00918415,0.0275525,0.00918415,0.0275525,0.00918415,0.0275525,0.00918415
120,6987.35,0.72923,0.89439,0.41971,0.00175,0.17777,0.94937,0.86839,0.92791,0.83845,0.94136,0.86063,0.91166,0.74991,0.76956,1.25542,0.7438,0.0026,0,0.0275215,0.00917385,0.0275215,0.00917385,0.0275215,0.00917385,0.0275215,0.00917385
121,7044.42,0.72665,0.8946,0.4125,0.00188,0.19503,0.93052,0.87787,0.92069,0.83292,0.92179,0.86712,0.90866,0.73456,0.78997,1.28323,0.74111,0.00261,0,0.0274906,0.00916354,0.0274906,0.00916354,0.0274906,0.00916354,0.0274906,0.00916354
122,7102.57,0.70097,0.88805,0.40931,0.00172,0.18707,0.9237,0.89872,0.93068,0.84686,0.91412,0.88924,0.91797,0.74731,0.77327,1.27289,0.72587,0.00261,0,0.0274597,0.00915324,0.0274597,0.00915324,0.0274597,0.00915324,0.0274597,0.00915324
123,7160.15,0.71926,0.88732,0.40821,0.00187,0.18745,0.93813,0.89059,0.93047,0.84649,0.92602,0.87848,0.91555,0.74805,0.77692,1.25471,0.73014,0.00254,0,0.0274288,0.00914294,0.0274288,0.00914294,0.0274288,0.00914294,0.0274288,0.00914294
124,7217.95,0.71739,0.89773,0.39975,0.00179,0.17646,0.92314,0.89276,0.92613,0.84045,0.92507,0.87405,0.91503,0.74268,0.78774,1.29331,0.71765,0.0026,0,0.0273979,0.00913263,0.0273979,0.00913263,0.0273979,0.00913263,0.0273979,0.00913263
125,7275.96,0.71383,0.87785,0.39277,0.00179,0.15816,0.94531,0.8751,0.93352,0.8444,0.93399,0.86505,0.92115,0.74303,0.79271,1.28606,0.72873,0.00259,0,0.027367,0.00912233,0.027367,0.00912233,0.027367,0.00912233,0.027367,0.00912233
126,7333.76,0.70299,0.87558,0.39158,0.00178,0.18687,0.94143,0.89507,0.93481,0.84354,0.93088,0.88529,0.91941,0.75298,0.76922,1.28226,0.72075,0.00258,0,0.0273361,0.00911202,0.0273361,0.00911202,0.0273361,0.00911202,0.0273361,0.00911202
127,7391.74,0.71277,0.88817,0.40534,0.00183,0.18816,0.9294,0.90325,0.93458,0.84701,0.92129,0.89494,0.92506,0.74517,0.78737,1.29416,0.72361,0.00256,0,0.0273052,0.00910172,0.0273052,0.00910172,0.0273052,0.00910172,0.0273052,0.00910172
128,7449.41,0.69628,0.85991,0.38544,0.00177,0.18272,0.93117,0.89396,0.93732,0.85004,0.91935,0.88255,0.92399,0.75447,0.77732,1.28913,0.72415,0.00259,0,0.0272743,0.00909142,0.0272743,0.00909142,0.0272743,0.00909142,0.0272743,0.00909142
129,7506.75,0.70474,0.86926,0.388,0.00178,0.16056,0.93089,0.88446,0.92716,0.83624,0.91905,0.87317,0.91429,0.73699,0.80235,1.26975,0.75076,0.00259,0,0.0272433,0.00908111,0.0272433,0.00908111,0.0272433,0.00908111,0.0272433,0.00908111
130,7564.2,0.69514,0.86353,0.38941,0.00174,0.17188,0.91237,0.90472,0.93475,0.84396,0.90167,0.89395,0.92009,0.7517,0.78879,1.26208,0.71772,0.00256,0,0.0272124,0.00907081,0.0272124,0.00907081,0.0272124,0.00907081,0.0272124,0.00907081
131,7621.98,0.70777,0.85663,0.38918,0.00173,0.16417,0.93508,0.8818,0.93077,0.83923,0.92195,0.86858,0.91493,0.73982,0.78121,1.2994,0.73803,0.00254,0,0.0271815,0.00906051,0.0271815,0.00906051,0.0271815,0.00906051,0.0271815,0.00906051
132,7679.38,0.69712,0.86769,0.38776,0.00177,0.16608,0.9343,0.88419,0.92617,0.84276,0.92808,0.87609,0.9174,0.75094,0.78644,1.26895,0.73407,0.00258,0,0.0271506,0.0090502,0.0271506,0.0090502,0.0271506,0.0090502,0.0271506,0.0090502
133,7738.43,0.71698,0.88089,0.39437,0.00173,0.18067,0.93041,0.9101,0.93698,0.85207,0.92396,0.90206,0.92779,0.75879,0.77944,1.26253,0.71812,0.00254,0,0.0271197,0.0090399,0.0271197,0.0090399,0.0271197,0.0090399,0.0271197,0.0090399
134,7796.61,0.69803,0.86385,0.37983,0.00167,0.17645,0.94394,0.89365,0.93646,0.84578,0.93426,0.88338,0.92032,0.74476,0.78283,1.26022,0.72544,0.00257,0,0.0270888,0.00902959,0.0270888,0.00902959,0.0270888,0.00902959,0.0270888,0.00902959
135,7854.37,0.69737,0.86114,0.37877,0.00173,0.16754,0.9274,0.89214,0.93324,0.84589,0.92078,0.88461,0.92391,0.75354,0.79031,1.27003,0.75483,0.00258,0,0.0270579,0.00901929,0.0270579,0.00901929,0.0270579,0.00901929,0.0270579,0.00901929
136,7910.91,0.68725,0.8536,0.37601,0.00176,0.16124,0.92915,0.89628,0.93084,0.84283,0.92181,0.88414,0.9148,0.74027,0.80114,1.30262,0.7508,0.00258,0,0.027027,0.00900899,0.027027,0.00900899,0.027027,0.00900899,0.027027,0.00900899
137,7969.59,0.68538,0.85587,0.37386,0.00168,0.16933,0.92953,0.89048,0.93158,0.84725,0.91968,0.88061,0.91931,0.75632,0.78089,1.27053,0.757,0.00259,0,0.026996,0.00899868,0.026996,0.00899868,0.026996,0.00899868,0.026996,0.00899868
138,8028.56,0.69777,0.86888,0.37756,0.00167,0.16927,0.93909,0.89672,0.93519,0.84729,0.93269,0.88901,0.925,0.75151,0.778,1.2588,0.7179,0.0026,0,0.0269651,0.00898838,0.0269651,0.00898838,0.0269651,0.00898838,0.0269651,0.00898838
139,8086.03,0.69663,0.86077,0.37632,0.00164,0.16658,0.94194,0.883,0.92638,0.83781,0.93437,0.87462,0.91605,0.73324,0.82156,1.27842,0.74743,0.00264,0,0.0269342,0.00897808,0.0269342,0.00897808,0.0269342,0.00897808,0.0269342,0.00897808
140,8143.94,0.68953,0.85772,0.37011,0.00167,0.17369,0.92972,0.9061,0.92847,0.8442,0.91937,0.89596,0.91454,0.74642,0.78723,1.29252,0.73878,0.00255,0,0.0269033,0.00896777,0.0269033,0.00896777,0.0269033,0.00896777,0.0269033,0.00896777
141,8201.94,0.68498,0.87066,0.37508,0.0017,0.18138,0.92702,0.88996,0.92761,0.83534,0.91952,0.88249,0.91981,0.74146,0.78805,1.30312,0.73032,0.00259,0,0.0268724,0.00895747,0.0268724,0.00895747,0.0268724,0.00895747,0.0268724,0.00895747
142,8259.23,0.68518,0.87941,0.3809,0.00175,0.17854,0.94423,0.89495,0.93796,0.84796,0.9391,0.88703,0.92867,0.74974,0.77441,1.25629,0.72253,0.00249,0,0.0268415,0.00894716,0.0268415,0.00894716,0.0268415,0.00894716,0.0268415,0.00894716
143,8318.01,0.68496,0.8569,0.37841,0.00167,0.18214,0.94274,0.89747,0.93568,0.84598,0.93295,0.88769,0.92204,0.74529,0.78598,1.27892,0.75146,0.00256,0,0.0268106,0.00893686,0.0268106,0.00893686,0.0268106,0.00893686,0.0268106,0.00893686
144,8376.13,0.69539,0.86422,0.37532,0.00165,0.16824,0.94124,0.90231,0.93501,0.84235,0.93338,0.89314,0.92335,0.74079,0.82019,1.29948,0.76251,0.00269,0,0.0267797,0.00892656,0.0267797,0.00892656,0.0267797,0.00892656,0.0267797,0.00892656
145,8434.75,0.68741,0.83663,0.36901,0.00165,0.18705,0.93096,0.89642,0.93533,0.84511,0.91969,0.88446,0.9207,0.7562,0.7941,1.28973,0.7533,0.00262,0,0.0267488,0.00891625,0.0267488,0.00891625,0.0267488,0.00891625,0.0267488,0.00891625
146,8493.33,0.67867,0.84859,0.36862,0.00166,0.16776,0.9321,0.87403,0.9239,0.83935,0.9325,0.85575,0.91068,0.7468,0.79283,1.30713,0.76195,0.0026,0,0.0267178,0.00890595,0.0267178,0.00890595,0.0267178,0.00890595,0.0267178,0.00890595
147,8550.92,0.68321,0.86323,0.37146,0.00169,0.16136,0.93523,0.85178,0.92215,0.8354,0.92947,0.84041,0.9112,0.7433,0.78693,1.30405,0.74629,0.00261,0,0.0266869,0.00889565,0.0266869,0.00889565,0.0266869,0.00889565,0.0266869,0.00889565
148,8609.17,0.68757,0.8466,0.36836,0.00167,0.1663,0.93373,0.88974,0.9212,0.83523,0.92311,0.87951,0.90752,0.74066,0.79231,1.33253,0.73268,0.00259,0,0.026656,0.00888534,0.026656,0.00888534,0.026656,0.00888534,0.026656,0.00888534
149,8667.44,0.70206,0.85975,0.37143,0.00165,0.16456,0.9252,0.89119,0.91901,0.8338,0.91673,0.88232,0.90842,0.74099,0.7908,1.32689,0.74464,0.00252,0,0.0266251,0.00887504,0.0266251,0.00887504,0.0266251,0.00887504,0.0266251,0.00887504
150,8726.06,0.67448,0.84134,0.36457,0.00163,0.17859,0.92206,0.88934,0.92382,0.83719,0.91559,0.88141,0.91285,0.74442,0.78852,1.31536,0.74508,0.00259,0,0.0265942,0.00886473,0.0265942,0.00886473,0.0265942,0.00886473,0.0265942,0.00886473
151,8783.84,0.67418,0.83408,0.35856,0.00171,0.17309,0.90142,0.90798,0.93061,0.84311,0.89115,0.89752,0.91574,0.75393,0.78483,1.31804,0.73235,0.00257,0,0.0265633,0.00885443,0.0265633,0.00885443,0.0265633,0.00885443,0.0265633,0.00885443
152,8841.89,0.68573,0.83324,0.36703,0.00176,0.16755,0.92809,0.8991,0.93265,0.84486,0.91998,0.88637,0.91726,0.74457,0.79471,1.29982,0.74598,0.00254,0,0.0265324,0.00884413,0.0265324,0.00884413,0.0265324,0.00884413,0.0265324,0.00884413
153,8900.17,0.68507,0.83897,0.3705,0.00166,0.17139,0.9386,0.87644,0.92653,0.83606,0.92837,0.86564,0.91195,0.73608,0.7805,1.30102,0.74438,0.00257,0,0.0265015,0.00883382,0.0265015,0.00883382,0.0265015,0.00883382,0.0265015,0.00883382
154,8958.62,0.67409,0.83719,0.36404,0.00163,0.16413,0.93118,0.89871,0.92381,0.83654,0.92117,0.88801,0.91036,0.74434,0.77584,1.30363,0.7415,0.00253,0,0.0264706,0.00882352,0.0264706,0.00882352,0.0264706,0.00882352,0.0264706,0.00882352
155,9015.48,0.66805,0.83198,0.35392,0.00166,0.15706,0.94222,0.89424,0.93157,0.83898,0.93718,0.88674,0.92251,0.74236,0.79246,1.27652,0.72923,0.00262,0,0.0264396,0.00881321,0.0264396,0.00881321,0.0264396,0.00881321,0.0264396,0.00881321
156,9073.47,0.68091,0.8305,0.36185,0.00159,0.16273,0.94323,0.87221,0.92337,0.83753,0.94055,0.85868,0.91112,0.7466,0.7806,1.30725,0.73765,0.00257,0,0.0264087,0.00880291,0.0264087,0.00880291,0.0264087,0.00880291,0.0264087,0.00880291
157,9130.99,0.68055,0.83158,0.36406,0.00168,0.16556,0.92498,0.90582,0.93649,0.84384,0.91505,0.89599,0.92196,0.73885,0.79461,1.36588,0.7317,0.00264,0,0.0263778,0.00879261,0.0263778,0.00879261,0.0263778,0.00879261,0.0263778,0.00879261
158,9188.79,0.66733,0.83594,0.35759,0.00163,0.16521,0.92304,0.87366,0.91886,0.83437,0.91498,0.86458,0.9089,0.74233,0.78083,1.33729,0.75234,0.00257,0,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823
159,9247.1,0.66644,0.83238,0.35191,0.00162,0.17158,0.93309,0.88269,0.91825,0.8264,0.92234,0.87072,0.90209,0.73308,0.79254,1.31878,0.73827,0.00263,0,0.026316,0.008772,0.026316,0.008772,0.026316,0.008772,0.026316,0.008772
160,9305.33,0.67242,0.83026,0.35579,0.00164,0.15911,0.92813,0.87954,0.92116,0.83608,0.92162,0.86929,0.90722,0.74004,0.77743,1.27215,0.75151,0.00253,0,0.0262851,0.0087617,0.0262851,0.0087617,0.0262851,0.0087617,0.0262851,0.0087617
161,9363.34,0.68299,0.84645,0.35642,0.00165,0.16197,0.94001,0.89325,0.92748,0.83961,0.93315,0.8835,0.91515,0.74098,0.7831,1.297,0.74897,0.00252,0,0.0262542,0.00875139,0.0262542,0.00875139,0.0262542,0.00875139,0.0262542,0.00875139
162,9421.55,0.67071,0.82494,0.34633,0.00157,0.15179,0.93711,0.8787,0.93116,0.85065,0.9274,0.86916,0.92015,0.75483,0.78116,1.28252,0.74216,0.00251,0,0.0262233,0.00874109,0.0262233,0.00874109,0.0262233,0.00874109,0.0262233,0.00874109
163,9478.75,0.65801,0.83044,0.3531,0.0017,0.15442,0.94174,0.88365,0.92751,0.84559,0.93446,0.87644,0.91438,0.75439,0.78261,1.32708,0.74898,0.00259,0,0.0261924,0.00873078,0.0261924,0.00873078,0.0261924,0.00873078,0.0261924,0.00873078
164,9536.77,0.67146,0.82423,0.34854,0.00161,0.16483,0.93249,0.89519,0.92166,0.83703,0.94133,0.86721,0.90724,0.7462,0.78486,1.32504,0.76078,0.00255,0,0.0261614,0.00872048,0.0261614,0.00872048,0.0261614,0.00872048,0.0261614,0.00872048
165,9594.6,0.67041,0.83136,0.35089,0.00159,0.15545,0.91962,0.89851,0.9274,0.84422,0.91007,0.88867,0.91513,0.75327,0.77701,1.28838,0.74991,0.00248,0,0.0261305,0.00871018,0.0261305,0.00871018,0.0261305,0.00871018,0.0261305,0.00871018
166,9652.75,0.66309,0.81637,0.34241,0.00158,0.15902,0.93373,0.89325,0.9335,0.84958,0.92902,0.8794,0.91945,0.75253,0.78827,1.31957,0.72956,0.00252,0,0.0260996,0.00869987,0.0260996,0.00869987,0.0260996,0.00869987,0.0260996,0.00869987
167,9712,0.66177,0.82461,0.34455,0.00159,0.15842,0.93736,0.88452,0.92778,0.84232,0.93063,0.87759,0.9191,0.74678,0.78788,1.30058,0.74052,0.00262,0,0.0260687,0.00868957,0.0260687,0.00868957,0.0260687,0.00868957,0.0260687,0.00868957
168,9769.64,0.66701,0.82273,0.3478,0.00166,0.15766,0.92704,0.88719,0.92328,0.83766,0.92898,0.86117,0.90959,0.74315,0.78366,1.30612,0.7593,0.00255,0,0.0260378,0.00867927,0.0260378,0.00867927,0.0260378,0.00867927,0.0260378,0.00867927
169,9827.08,0.65726,0.80924,0.34193,0.00161,0.16202,0.93788,0.90089,0.92874,0.84471,0.92784,0.88972,0.9148,0.7456,0.78796,1.32645,0.75079,0.00257,0,0.0260069,0.00866896,0.0260069,0.00866896,0.0260069,0.00866896,0.0260069,0.00866896
170,9885.7,0.67405,0.82052,0.3468,0.00161,0.15511,0.94689,0.89028,0.93217,0.84485,0.94003,0.88238,0.92191,0.74715,0.78933,1.34208,0.75726,0.00263,0,0.025976,0.00865866,0.025976,0.00865866,0.025976,0.00865866,0.025976,0.00865866
171,9943.93,0.65378,0.81278,0.33982,0.00161,0.16754,0.93006,0.89803,0.93593,0.85031,0.922,0.88543,0.92361,0.76419,0.77785,1.33164,0.76863,0.00257,0,0.0259451,0.00864835,0.0259451,0.00864835,0.0259451,0.00864835,0.0259451,0.00864835
172,10001.9,0.66242,0.80701,0.34569,0.00162,0.16803,0.94093,0.89243,0.93633,0.8487,0.93037,0.88238,0.92224,0.7548,0.78407,1.3061,0.74104,0.00252,0,0.0259142,0.00863805,0.0259142,0.00863805,0.0259142,0.00863805,0.0259142,0.00863805
173,10059.1,0.66649,0.81257,0.34303,0.00163,0.15648,0.93172,0.90466,0.9381,0.85373,0.92141,0.89374,0.9248,0.76365,0.78208,1.31488,0.74843,0.0025,0,0.0258832,0.00862775,0.0258832,0.00862775,0.0258832,0.00862775,0.0258832,0.00862775
174,10117.4,0.65395,0.8137,0.33964,0.00157,0.16602,0.94479,0.89448,0.93443,0.85144,0.93558,0.8838,0.92407,0.75385,0.79328,1.32867,0.76597,0.00257,0,0.0258523,0.00861744,0.0258523,0.00861744,0.0258523,0.00861744,0.0258523,0.00861744
175,10175.1,0.66046,0.81822,0.34046,0.00157,0.16535,0.93801,0.89827,0.93437,0.85085,0.92719,0.88701,0.91929,0.75728,0.80186,1.33476,0.75683,0.00262,0,0.0258214,0.00860714,0.0258214,0.00860714,0.0258214,0.00860714,0.0258214,0.00860714
176,10233.2,0.66031,0.80354,0.33639,0.00164,0.15037,0.94567,0.88941,0.93294,0.84729,0.93491,0.87918,0.91889,0.7433,0.78739,1.31207,0.75206,0.00256,0,0.0257905,0.00859683,0.0257905,0.00859683,0.0257905,0.00859683,0.0257905,0.00859683
177,10291.2,0.66089,0.80587,0.337,0.00159,0.1513,0.93912,0.89039,0.92608,0.84181,0.93284,0.88267,0.91755,0.75175,0.77753,1.30491,0.74773,0.00251,0,0.0257596,0.00858653,0.0257596,0.00858653,0.0257596,0.00858653,0.0257596,0.00858653
178,10349.8,0.65977,0.81676,0.34876,0.00157,0.17339,0.92726,0.89939,0.92968,0.84056,0.91806,0.89007,0.91704,0.7449,0.78224,1.33836,0.73839,0.00263,0,0.0257287,0.00857623,0.0257287,0.00857623,0.0257287,0.00857623,0.0257287,0.00857623
179,10407.5,0.65491,0.81657,0.33567,0.00162,0.16488,0.93763,0.89961,0.93017,0.84711,0.92877,0.89018,0.91913,0.75331,0.7855,1.30606,0.73506,0.00251,0,0.0256978,0.00856592,0.0256978,0.00856592,0.0256978,0.00856592,0.0256978,0.00856592
180,10464.8,0.64787,0.81677,0.33298,0.00157,0.1634,0.93465,0.88605,0.92798,0.84589,0.9267,0.87372,0.91716,0.75612,0.79491,1.30098,0.73737,0.00257,0,0.0256669,0.00855562,0.0256669,0.00855562,0.0256669,0.00855562,0.0256669,0.00855562
181,10523.6,0.6595,0.80421,0.33857,0.00157,0.15953,0.92907,0.89401,0.93015,0.85149,0.91919,0.88408,0.91894,0.77025,0.77362,1.30115,0.72889,0.00251,0,0.0256359,0.00854532,0.0256359,0.00854532,0.0256359,0.00854532,0.0256359,0.00854532
182,10582.1,0.66163,0.79101,0.33165,0.00162,0.16036,0.93777,0.89887,0.92943,0.84868,0.92831,0.88564,0.91584,0.75125,0.79346,1.33094,0.74106,0.00256,0,0.025605,0.00853501,0.025605,0.00853501,0.025605,0.00853501,0.025605,0.00853501
183,10639.8,0.65294,0.78972,0.32446,0.00154,0.14411,0.92972,0.89178,0.92183,0.84314,0.92198,0.88299,0.91009,0.75714,0.78592,1.33209,0.75981,0.00255,0,0.0255741,0.00852471,0.0255741,0.00852471,0.0255741,0.00852471,0.0255741,0.00852471
184,10697.6,0.6361,0.79538,0.32537,0.00157,0.1589,0.93097,0.89537,0.92625,0.84501,0.92041,0.88481,0.91374,0.74881,0.78378,1.32851,0.73407,0.00254,0,0.0255432,0.0085144,0.0255432,0.0085144,0.0255432,0.0085144,0.0255432,0.0085144
185,10755.9,0.65433,0.79184,0.32901,0.00157,0.14867,0.91663,0.90904,0.93018,0.84555,0.90626,0.8985,0.91728,0.75644,0.80158,1.32554,0.75102,0.00259,0,0.0255123,0.0085041,0.0255123,0.0085041,0.0255123,0.0085041,0.0255123,0.0085041
186,10813.8,0.65423,0.78736,0.32657,0.00155,0.14521,0.93596,0.89615,0.93311,0.84815,0.92704,0.88709,0.9229,0.75393,0.78537,1.34345,0.73922,0.00258,0,0.0254814,0.0084938,0.0254814,0.0084938,0.0254814,0.0084938,0.0254814,0.0084938
187,10872.3,0.64409,0.78269,0.328,0.00149,0.14918,0.93429,0.89736,0.93542,0.85403,0.9248,0.88825,0.92282,0.76299,0.77399,1.3145,0.73046,0.00252,0,0.0254505,0.00848349,0.0254505,0.00848349,0.0254505,0.00848349,0.0254505,0.00848349
188,10929.9,0.65051,0.78683,0.32967,0.00156,0.15437,0.93893,0.89528,0.92977,0.84821,0.92862,0.88554,0.91809,0.75626,0.78166,1.31993,0.73476,0.00255,0,0.0254196,0.00847319,0.0254196,0.00847319,0.0254196,0.00847319,0.0254196,0.00847319
