epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
189,10988.3,0.64432,0.7976,0.32638,0.00154,0.15636,0.94021,0.89186,0.92598,0.84568,0.9321,0.88278,0.91592,0.75428,0.77666,1.32312,0.76393,0.00251,0,0.0253887,0.00846289,0.0253887,0.00846289,0.0253887,0.00846289,0.0253887,0.00846289
190,11046.2,0.65341,0.7768,0.32868,0.00152,0.1482,0.928,0.89812,0.93181,0.84649,0.91806,0.88711,0.91802,0.75516,0.78249,1.31504,0.75489,0.00249,0,0.0253577,0.00845258,0.0253577,0.00845258,0.0253577,0.00845258,0.0253577,0.00845258
191,11105.5,0.65089,0.80638,0.32684,0.00145,0.15474,0.93613,0.89984,0.92328,0.84008,0.92886,0.89134,0.91377,0.7462,0.80261,1.35792,0.76132,0.00259,0,0.0253268,0.00844228,0.0253268,0.00844228,0.0253268,0.00844228,0.0253268,0.00844228
192,11162.6,0.6301,0.78014,0.32233,0.0016,0.16104,0.95192,0.87364,0.92259,0.83763,0.94237,0.86461,0.90961,0.74402,0.78939,1.36874,0.75565,0.00255,0,0.0252959,0.00843197,0.0252959,0.00843197,0.0252959,0.00843197,0.0252959,0.00843197
193,11219.9,0.64849,0.79461,0.33146,0.00157,0.16155,0.94324,0.87574,0.92685,0.8419,0.93593,0.86579,0.91435,0.75308,0.78461,1.35494,0.74874,0.00261,0,0.025265,0.00842167,0.025265,0.00842167,0.025265,0.00842167,0.025265,0.00842167
194,11277.7,0.63199,0.79361,0.3174,0.00151,0.14906,0.9369,0.86857,0.92819,0.84431,0.92956,0.86007,0.91894,0.75597,0.7833,1.34965,0.75152,0.00254,0,0.0252341,0.00841137,0.0252341,0.00841137,0.0252341,0.00841137,0.0252341,0.00841137
195,11335.9,0.64964,0.79662,0.32342,0.00151,0.14807,0.94072,0.86489,0.91938,0.83765,0.93056,0.8535,0.90679,0.75052,0.78751,1.32091,0.76619,0.00254,0,0.0252032,0.00840106,0.0252032,0.00840106,0.0252032,0.00840106,0.0252032,0.00840106
196,11394.4,0.65733,0.79307,0.32982,0.00154,0.16326,0.9243,0.87405,0.91912,0.83445,0.91743,0.86703,0.9103,0.74861,0.77749,1.33809,0.73902,0.0025,0,0.0251723,0.00839076,0.0251723,0.00839076,0.0251723,0.00839076,0.0251723,0.00839076
197,11452.8,0.64168,0.79378,0.32508,0.00155,0.15748,0.93022,0.88818,0.92431,0.8445,0.92163,0.87963,0.91515,0.74723,0.79352,1.31169,0.78536,0.00253,0,0.0251414,0.00838046,0.0251414,0.00838046,0.0251414,0.00838046,0.0251414,0.00838046
198,11512,0.64346,0.77886,0.32356,0.0015,0.15661,0.94186,0.88432,0.93421,0.8544,0.93258,0.87409,0.92157,0.76413,0.77535,1.29192,0.77062,0.00249,0,0.0251105,0.00837015,0.0251105,0.00837015,0.0251105,0.00837015,0.0251105,0.00837015
199,11569.8,0.63225,0.77418,0.31911,0.00156,0.15927,0.93653,0.88586,0.9245,0.83962,0.92858,0.87769,0.91498,0.74646,0.78225,1.34513,0.76169,0.00253,0,0.0250795,0.00835985,0.0250795,0.00835985,0.0250795,0.00835985,0.0250795,0.00835985
200,11627.4,0.64258,0.78224,0.3158,0.00153,0.15447,0.93325,0.88571,0.92453,0.84228,0.92448,0.87689,0.91351,0.74952,0.78658,1.34496,0.74753,0.00251,0,0.0250486,0.00834954,0.0250486,0.00834954,0.0250486,0.00834954,0.0250486,0.00834954
201,11684.6,0.64093,0.77485,0.31723,0.00157,0.14439,0.93515,0.88642,0.92495,0.84162,0.92665,0.87837,0.9156,0.7533,0.78274,1.33824,0.74725,0.00255,0,0.0250177,0.00833924,0.0250177,0.00833924,0.0250177,0.00833924,0.0250177,0.00833924
202,11742.9,0.64916,0.79011,0.31988,0.00152,0.12969,0.92594,0.88413,0.91807,0.83931,0.91599,0.87374,0.9052,0.75011,0.7798,1.33452,0.75678,0.0025,0,0.0249868,0.00832894,0.0249868,0.00832894,0.0249868,0.00832894,0.0249868,0.00832894
203,11799.9,0.63484,0.77995,0.3165,0.00152,0.13839,0.92984,0.88822,0.91554,0.83743,0.92121,0.87923,0.90536,0.74712,0.78209,1.3252,0.75187,0.00253,0,0.0249559,0.00831863,0.0249559,0.00831863,0.0249559,0.00831863,0.0249559,0.00831863
204,11857.9,0.63841,0.78229,0.31769,0.00151,0.15836,0.9309,0.89005,0.92388,0.84278,0.92318,0.88268,0.91488,0.7507,0.78559,1.3364,0.77508,0.00255,0,0.024925,0.00830833,0.024925,0.00830833,0.024925,0.00830833,0.024925,0.00830833
205,11915.4,0.6285,0.77492,0.31731,0.00147,0.14819,0.9344,0.8787,0.92458,0.84633,0.92678,0.86674,0.90746,0.74847,0.79268,1.33758,0.76359,0.00253,0,0.0248941,0.00829802,0.0248941,0.00829802,0.0248941,0.00829802,0.0248941,0.00829802
206,11972.3,0.63843,0.77644,0.32614,0.00157,0.15453,0.92732,0.89638,0.92495,0.84195,0.9188,0.88802,0.916,0.75264,0.78809,1.3768,0.77029,0.00256,0,0.0248632,0.00828772,0.0248632,0.00828772,0.0248632,0.00828772,0.0248632,0.00828772
207,12029.9,0.63042,0.77521,0.3225,0.00153,0.1648,0.92443,0.88968,0.92545,0.84563,0.91597,0.88041,0.91557,0.74503,0.79515,1.3439,0.77833,0.00255,0,0.0248323,0.00827742,0.0248323,0.00827742,0.0248323,0.00827742,0.0248323,0.00827742
208,12088.3,0.62951,0.78513,0.3223,0.00149,0.15277,0.93695,0.89634,0.93209,0.85384,0.92497,0.88447,0.91861,0.75181,0.7945,1.35521,0.77134,0.00256,0,0.0248013,0.00826711,0.0248013,0.00826711,0.0248013,0.00826711,0.0248013,0.00826711
209,12146.5,0.63895,0.76846,0.32102,0.00152,0.15357,0.92875,0.90157,0.92891,0.85023,0.92222,0.89502,0.92078,0.75962,0.77657,1.38317,0.7605,0.00252,0,0.0247704,0.00825681,0.0247704,0.00825681,0.0247704,0.00825681,0.0247704,0.00825681
210,12203.6,0.63191,0.75623,0.31261,0.00154,0.13492,0.94342,0.88137,0.93577,0.85807,0.93814,0.87247,0.92713,0.77161,0.78068,1.35342,0.76069,0.00251,0,0.0247395,0.00824651,0.0247395,0.00824651,0.0247395,0.00824651,0.0247395,0.00824651
211,12262.3,0.62445,0.77936,0.31199,0.00142,0.13375,0.93134,0.8879,0.92324,0.84448,0.91514,0.88241,0.90954,0.75291,0.79072,1.34978,0.7501,0.00253,0,0.0247086,0.0082362,0.0247086,0.0082362,0.0247086,0.0082362,0.0247086,0.0082362
212,12321.2,0.63398,0.78651,0.31885,0.00147,0.15074,0.92598,0.89245,0.92133,0.84533,0.91857,0.88164,0.91273,0.7548,0.78348,1.35979,0.74559,0.00251,0,0.0246777,0.0082259,0.0246777,0.0082259,0.0246777,0.0082259,0.0246777,0.0082259
213,12378,0.62702,0.75556,0.31573,0.00158,0.14985,0.93967,0.88624,0.92798,0.84832,0.93128,0.87575,0.91554,0.75195,0.78738,1.32977,0.77294,0.00251,0,0.0246468,0.00821559,0.0246468,0.00821559,0.0246468,0.00821559,0.0246468,0.00821559
214,12435.1,0.61581,0.7657,0.30809,0.00153,0.1767,0.92881,0.90782,0.93315,0.8545,0.91816,0.89723,0.92134,0.76098,0.77318,1.33472,0.73796,0.00254,0,0.0246159,0.00820529,0.0246159,0.00820529,0.0246159,0.00820529,0.0246159,0.00820529
215,12493.1,0.63205,0.77508,0.31491,0.00147,0.15081,0.93337,0.88082,0.9211,0.83974,0.92234,0.8702,0.90741,0.74678,0.774,1.34922,0.76172,0.0025,0,0.024585,0.00819499,0.024585,0.00819499,0.024585,0.00819499,0.024585,0.00819499
216,12551.4,0.64676,0.7767,0.31857,0.00153,0.14683,0.93317,0.87597,0.92312,0.84029,0.9232,0.86656,0.91145,0.74737,0.78002,1.3588,0.77392,0.00252,0,0.024554,0.00818468,0.024554,0.00818468,0.024554,0.00818468,0.024554,0.00818468
217,12609,0.6324,0.75982,0.3088,0.00152,0.13948,0.91845,0.89345,0.92399,0.84045,0.92366,0.86624,0.90907,0.74537,0.7852,1.37293,0.76676,0.00249,0,0.0245231,0.00817438,0.0245231,0.00817438,0.0245231,0.00817438,0.0245231,0.00817438
218,12667,0.62215,0.76143,0.3067,0.00148,0.14585,0.93409,0.88448,0.92866,0.84591,0.92867,0.86667,0.91316,0.75561,0.78118,1.3186,0.74598,0.00248,0,0.0244922,0.00816408,0.0244922,0.00816408,0.0244922,0.00816408,0.0244922,0.00816408
219,12724.8,0.62,0.75639,0.30789,0.00146,0.15743,0.92338,0.89084,0.92868,0.84475,0.91282,0.87986,0.91383,0.75132,0.7753,1.34517,0.74982,0.00253,0,0.0244613,0.00815377,0.0244613,0.00815377,0.0244613,0.00815377,0.0244613,0.00815377
220,12782.2,0.60658,0.75981,0.30361,0.00155,0.1467,0.92889,0.89088,0.9323,0.84539,0.92132,0.88184,0.92137,0.75125,0.78736,1.33785,0.75963,0.00255,0,0.0244304,0.00814347,0.0244304,0.00814347,0.0244304,0.00814347,0.0244304,0.00814347
221,12839.5,0.62025,0.76699,0.30969,0.0015,0.15932,0.94095,0.87977,0.92175,0.83963,0.93006,0.86951,0.90863,0.75282,0.79123,1.3693,0.78073,0.00258,0,0.0243995,0.00813316,0.0243995,0.00813316,0.0243995,0.00813316,0.0243995,0.00813316
222,12896.2,0.62714,0.76579,0.31071,0.00157,0.15801,0.93677,0.88982,0.92654,0.84445,0.92627,0.88102,0.91395,0.75595,0.78687,1.32139,0.77536,0.00256,0,0.0243686,0.00812286,0.0243686,0.00812286,0.0243686,0.00812286,0.0243686,0.00812286
223,12953.5,0.6187,0.77876,0.31022,0.00147,0.1446,0.94315,0.87063,0.92028,0.83969,0.93233,0.86093,0.90804,0.75202,0.79029,1.3461,0.77417,0.00257,0,0.0243377,0.00811256,0.0243377,0.00811256,0.0243377,0.00811256,0.0243377,0.00811256
224,13012.1,0.63156,0.76847,0.3105,0.00145,0.15444,0.92043,0.89321,0.92154,0.83749,0.9132,0.88562,0.91196,0.74892,0.78027,1.33857,0.76561,0.00255,0,0.0243068,0.00810225,0.0243068,0.00810225,0.0243068,0.00810225,0.0243068,0.00810225
225,13070.5,0.61828,0.75831,0.30381,0.00152,0.16178,0.93883,0.89467,0.93014,0.84622,0.92841,0.88445,0.91562,0.75553,0.77578,1.32822,0.7565,0.00251,0,0.0242758,0.00809195,0.0242758,0.00809195,0.0242758,0.00809195,0.0242758,0.00809195
226,13128.6,0.6133,0.75852,0.30486,0.00146,0.14998,0.93676,0.89007,0.92541,0.84498,0.92612,0.87998,0.9108,0.75335,0.77135,1.33198,0.74195,0.00248,0,0.0242449,0.00808165,0.0242449,0.00808165,0.0242449,0.00808165,0.0242449,0.00808165
227,13187,0.62248,0.75202,0.30875,0.00144,0.14788,0.94453,0.88381,0.92919,0.8467,0.93499,0.87391,0.91461,0.75603,0.76957,1.33452,0.721,0.00245,0,0.024214,0.00807134,0.024214,0.00807134,0.024214,0.00807134,0.024214,0.00807134
228,13245.5,0.61805,0.75233,0.30302,0.00141,0.15493,0.94153,0.86925,0.93394,0.85153,0.93356,0.85912,0.92178,0.75977,0.77667,1.34158,0.75424,0.0025,0,0.0241831,0.00806104,0.0241831,0.00806104,0.0241831,0.00806104,0.0241831,0.00806104
229,13303.5,0.61504,0.75762,0.3048,0.00148,0.15622,0.94354,0.90024,0.93942,0.85622,0.9397,0.88569,0.92774,0.76585,0.78537,1.34095,0.74615,0.00255,0,0.0241522,0.00805073,0.0241522,0.00805073,0.0241522,0.00805073,0.0241522,0.00805073
230,13361.7,0.61149,0.75898,0.30754,0.0015,0.1628,0.9289,0.88806,0.92196,0.83853,0.92516,0.87956,0.91474,0.74995,0.78107,1.33942,0.74577,0.00257,0,0.0241213,0.00804043,0.0241213,0.00804043,0.0241213,0.00804043,0.0241213,0.00804043
231,13420.2,0.6218,0.76198,0.30699,0.00144,0.1448,0.94396,0.87271,0.92237,0.83804,0.9361,0.86411,0.91306,0.7465,0.78381,1.33242,0.75626,0.00254,0,0.0240904,0.00803013,0.0240904,0.00803013,0.0240904,0.00803013,0.0240904,0.00803013
232,13478,0.63189,0.75319,0.31067,0.00148,0.1401,0.92903,0.88732,0.92704,0.84653,0.93827,0.86331,0.91225,0.75592,0.77915,1.32735,0.75923,0.00254,0,0.0240595,0.00801982,0.0240595,0.00801982,0.0240595,0.00801982,0.0240595,0.00801982
233,13536.3,0.63726,0.75151,0.30591,0.0015,0.14192,0.94654,0.88865,0.93446,0.85088,0.93907,0.88095,0.92521,0.75606,0.78191,1.3304,0.75174,0.00254,0,0.0240286,0.00800952,0.0240286,0.00800952,0.0240286,0.00800952,0.0240286,0.00800952
234,13594.6,0.62619,0.76221,0.30577,0.00144,0.14298,0.93626,0.89604,0.9327,0.85145,0.9263,0.88495,0.919,0.7522,0.77967,1.32822,0.74988,0.00253,0,0.0239976,0.00799921,0.0239976,0.00799921,0.0239976,0.00799921,0.0239976,0.00799921
235,13651.9,0.60248,0.75207,0.29848,0.00148,0.13573,0.94685,0.88792,0.93422,0.85124,0.93768,0.87882,0.91973,0.76189,0.77701,1.31003,0.7544,0.00251,0,0.0239667,0.00798891,0.0239667,0.00798891,0.0239667,0.00798891,0.0239667,0.00798891
236,13710.2,0.62979,0.76032,0.30523,0.00148,0.13778,0.94311,0.89393,0.93096,0.84641,0.93646,0.88486,0.92203,0.74818,0.7783,1.33093,0.72702,0.00251,0,0.0239358,0.00797861,0.0239358,0.00797861,0.0239358,0.00797861,0.0239358,0.00797861
237,13767.5,0.60988,0.75591,0.30056,0.00148,0.15098,0.94552,0.87282,0.92429,0.84192,0.93501,0.86352,0.91203,0.75438,0.7905,1.33714,0.7566,0.00259,0,0.0239049,0.0079683,0.0239049,0.0079683,0.0239049,0.0079683,0.0239049,0.0079683
238,13825.1,0.61481,0.73726,0.29605,0.00145,0.14134,0.94425,0.88568,0.92514,0.84248,0.93404,0.87548,0.91164,0.75057,0.77752,1.34747,0.74178,0.00253,0,0.023874,0.007958,0.023874,0.007958,0.023874,0.007958,0.023874,0.007958
239,13882,0.61216,0.74449,0.29577,0.00147,0.14449,0.93451,0.88713,0.92681,0.84603,0.93348,0.87217,0.9159,0.75465,0.7785,1.32297,0.73724,0.00251,0,0.0238431,0.0079477,0.0238431,0.0079477,0.0238431,0.0079477,0.0238431,0.0079477
240,13940,0.62064,0.74501,0.29647,0.00148,0.13861,0.94537,0.88337,0.92434,0.83808,0.93581,0.8731,0.91081,0.74458,0.78568,1.31402,0.74249,0.00251,0,0.0238122,0.00793739,0.0238122,0.00793739,0.0238122,0.00793739,0.0238122,0.00793739
241,13998.8,0.61279,0.73912,0.29957,0.00144,0.14763,0.94567,0.88738,0.92813,0.84209,0.93574,0.87782,0.91547,0.74574,0.79182,1.33977,0.7614,0.00258,0,0.0237813,0.00792709,0.0237813,0.00792709,0.0237813,0.00792709,0.0237813,0.00792709
242,14057,0.60546,0.74419,0.29738,0.00144,0.14665,0.92839,0.89345,0.93105,0.84122,0.91763,0.88284,0.91379,0.75187,0.77837,1.35734,0.77565,0.00255,0,0.0237504,0.00791678,0.0237504,0.00791678,0.0237504,0.00791678,0.0237504,0.00791678
243,14115,0.6187,0.74354,0.301,0.0015,0.13333,0.93805,0.88798,0.92531,0.83912,0.93057,0.8751,0.91218,0.74199,0.79291,1.34574,0.78153,0.0026,0,0.0237194,0.00790648,0.0237194,0.00790648,0.0237194,0.00790648,0.0237194,0.00790648
244,14172.4,0.61478,0.74195,0.29978,0.00148,0.14428,0.94906,0.88339,0.92843,0.84631,0.94171,0.87778,0.92047,0.75819,0.77623,1.3699,0.75022,0.00251,0,0.0236885,0.00789618,0.0236885,0.00789618,0.0236885,0.00789618,0.0236885,0.00789618
245,14230.3,0.61157,0.74657,0.29888,0.00145,0.15044,0.9424,0.88656,0.92733,0.84113,0.93666,0.87717,0.91785,0.75409,0.78346,1.34383,0.75907,0.00253,0,0.0236576,0.00788587,0.0236576,0.00788587,0.0236576,0.00788587,0.0236576,0.00788587
246,14288.6,0.61157,0.75038,0.29621,0.00143,0.15181,0.93116,0.89769,0.92766,0.84449,0.92052,0.88704,0.91442,0.75703,0.77912,1.36174,0.74275,0.00251,0,0.0236267,0.00787557,0.0236267,0.00787557,0.0236267,0.00787557,0.0236267,0.00787557
247,14346,0.60518,0.7314,0.2943,0.00143,0.13804,0.94134,0.88101,0.92702,0.84284,0.9314,0.87033,0.91292,0.75058,0.78224,1.34062,0.75519,0.00251,0,0.0235958,0.00786527,0.0235958,0.00786527,0.0235958,0.00786527,0.0235958,0.00786527
248,14404.2,0.61645,0.72923,0.29586,0.00138,0.13598,0.93821,0.87779,0.92777,0.84228,0.92793,0.86786,0.91134,0.75394,0.7791,1.34536,0.76448,0.00253,0,0.0235649,0.00785496,0.0235649,0.00785496,0.0235649,0.00785496,0.0235649,0.00785496
249,14461.8,0.60925,0.75154,0.29239,0.00143,0.13566,0.93802,0.87862,0.92438,0.84415,0.92766,0.86906,0.91306,0.75023,0.78041,1.34248,0.7773,0.00251,0,0.023534,0.00784466,0.023534,0.00784466,0.023534,0.00784466,0.023534,0.00784466
250,14519.9,0.61344,0.75022,0.28958,0.00145,0.13631,0.9344,0.90511,0.93148,0.84956,0.92376,0.89441,0.91894,0.75301,0.77985,1.34782,0.76564,0.00247,0,0.0235031,0.00783435,0.0235031,0.00783435,0.0235031,0.00783435,0.0235031,0.00783435
251,14577.8,0.6054,0.74961,0.28939,0.00142,0.12843,0.94766,0.89585,0.9322,0.85095,0.93793,0.88573,0.91873,0.76043,0.78215,1.3455,0.76416,0.0025,0,0.0234721,0.00782405,0.0234721,0.00782405,0.0234721,0.00782405,0.0234721,0.00782405
252,14636.6,0.61162,0.75463,0.2943,0.00142,0.13605,0.93667,0.90212,0.92916,0.84697,0.92641,0.89212,0.91568,0.75495,0.78251,1.36835,0.75809,0.0025,0,0.0234412,0.00781375,0.0234412,0.00781375,0.0234412,0.00781375,0.0234412,0.00781375
253,14694.6,0.61049,0.75011,0.29406,0.00139,0.13386,0.93898,0.87498,0.92319,0.8393,0.92874,0.86452,0.90907,0.74448,0.78791,1.35952,0.77248,0.00252,0,0.0234103,0.00780344,0.0234103,0.00780344,0.0234103,0.00780344,0.0234103,0.00780344
254,14752.5,0.59376,0.72488,0.28572,0.00137,0.13717,0.93544,0.89284,0.93148,0.85047,0.93049,0.88418,0.92382,0.7573,0.77524,1.35145,0.7496,0.00247,0,0.0233794,0.00779314,0.0233794,0.00779314,0.0233794,0.00779314,0.0233794,0.00779314
255,14809.8,0.59086,0.73895,0.29369,0.00143,0.13377,0.93784,0.8862,0.92358,0.84148,0.93056,0.87676,0.91472,0.74568,0.77653,1.3574,0.76412,0.00248,0,0.0233485,0.00778283,0.0233485,0.00778283,0.0233485,0.00778283,0.0233485,0.00778283
256,14868.3,0.6151,0.73734,0.29774,0.0014,0.13603,0.94426,0.88636,0.9238,0.83988,0.93474,0.87699,0.91198,0.75014,0.7832,1.36745,0.75208,0.00252,0,0.0233176,0.00777253,0.0233176,0.00777253,0.0233176,0.00777253,0.0233176,0.00777253
257,14925.5,0.60427,0.73967,0.29019,0.00142,0.14164,0.92254,0.90974,0.92823,0.84212,0.91114,0.898,0.9135,0.75013,0.77643,1.33693,0.7504,0.0025,0,0.0232867,0.00776223,0.0232867,0.00776223,0.0232867,0.00776223,0.0232867,0.00776223
258,14983.1,0.59308,0.73266,0.28914,0.00141,0.13983,0.94795,0.89003,0.92745,0.84805,0.93823,0.88007,0.91586,0.75617,0.78413,1.35987,0.74305,0.00256,0,0.0232558,0.00775192,0.0232558,0.00775192,0.0232558,0.00775192,0.0232558,0.00775192
259,15041.1,0.59894,0.74892,0.29123,0.00143,0.14086,0.94365,0.8914,0.9245,0.84579,0.93403,0.88165,0.91208,0.75669,0.77608,1.33806,0.73682,0.0025,0,0.0232249,0.00774162,0.0232249,0.00774162,0.0232249,0.00774162,0.0232249,0.00774162
260,15097.9,0.59475,0.74315,0.29275,0.00142,0.13633,0.94055,0.89946,0.93066,0.85185,0.92889,0.88184,0.91943,0.75829,0.77697,1.33242,0.74462,0.00251,0,0.0231939,0.00773132,0.0231939,0.00773132,0.0231939,0.00773132,0.0231939,0.00773132
261,15154.7,0.60053,0.74499,0.28961,0.00143,0.1398,0.9245,0.90002,0.92749,0.84399,0.9146,0.88987,0.91436,0.74781,0.78772,1.33956,0.75563,0.00252,0,0.023163,0.00772101,0.023163,0.00772101,0.023163,0.00772101,0.023163,0.00772101
262,15212.2,0.60661,0.7366,0.29198,0.00141,0.13234,0.94084,0.87393,0.92784,0.84632,0.93096,0.86523,0.91698,0.75944,0.7794,1.34022,0.77661,0.00246,0,0.0231321,0.00771071,0.0231321,0.00771071,0.0231321,0.00771071,0.0231321,0.00771071
263,15269.4,0.60456,0.7213,0.28727,0.00142,0.13044,0.93759,0.88647,0.92966,0.84686,0.92971,0.87847,0.9217,0.75288,0.78252,1.34768,0.76363,0.00245,0,0.0231012,0.0077004,0.0231012,0.0077004,0.0231012,0.0077004,0.0231012,0.0077004
264,15326.7,0.5949,0.73107,0.28076,0.0014,0.11775,0.94242,0.89183,0.93078,0.84862,0.93559,0.88554,0.92405,0.76828,0.78183,1.33355,0.76631,0.0025,0,0.0230703,0.0076901,0.0230703,0.0076901,0.0230703,0.0076901,0.0230703,0.0076901
265,15385.3,0.60705,0.7509,0.28773,0.00143,0.12792,0.9444,0.88452,0.92662,0.84844,0.93494,0.87558,0.9144,0.75663,0.77646,1.34845,0.75075,0.00249,0,0.0230394,0.0076798,0.0230394,0.0076798,0.0230394,0.0076798,0.0230394,0.0076798
266,15443,0.5898,0.72196,0.27919,0.00147,0.14416,0.9373,0.88856,0.92516,0.84543,0.92675,0.8787,0.91265,0.74798,0.77638,1.35652,0.75152,0.00248,0,0.0230085,0.00766949,0.0230085,0.00766949,0.0230085,0.00766949,0.0230085,0.00766949
267,15500.5,0.60047,0.7282,0.28166,0.0014,0.1424,0.93619,0.90223,0.92798,0.84846,0.9276,0.89109,0.91677,0.75467,0.77851,1.36008,0.7442,0.0025,0,0.0229776,0.00765919,0.0229776,0.00765919,0.0229776,0.00765919,0.0229776,0.00765919
268,15557.7,0.58955,0.72898,0.2809,0.00139,0.13196,0.92649,0.89138,0.92897,0.84848,0.91572,0.8813,0.91592,0.75614,0.76838,1.33122,0.74429,0.00245,0,0.0229467,0.00764889,0.0229467,0.00764889,0.0229467,0.00764889,0.0229467,0.00764889
269,15615.1,0.59808,0.735,0.29029,0.0014,0.14321,0.93053,0.90292,0.92207,0.83772,0.92152,0.89375,0.91103,0.74812,0.78077,1.33235,0.77136,0.00253,0,0.0229157,0.00763858,0.0229157,0.00763858,0.0229157,0.00763858,0.0229157,0.00763858
270,15672.3,0.60098,0.72456,0.28652,0.00141,0.1489,0.93822,0.90167,0.93004,0.85013,0.92689,0.89037,0.91688,0.76336,0.7874,1.36049,0.76979,0.00255,0,0.0228848,0.00762828,0.0228848,0.00762828,0.0228848,0.00762828,0.0228848,0.00762828
271,15730.3,0.5997,0.71871,0.28846,0.00143,0.13647,0.93748,0.90685,0.93287,0.85296,0.92709,0.89651,0.9203,0.75513,0.792,1.3644,0.74303,0.00252,0,0.0228539,0.00761797,0.0228539,0.00761797,0.0228539,0.00761797,0.0228539,0.00761797
272,15788.3,0.60336,0.73202,0.28688,0.00138,0.12421,0.94061,0.9069,0.93572,0.86105,0.93295,0.89905,0.92788,0.77188,0.77072,1.34676,0.7413,0.00245,0,0.022823,0.00760767,0.022823,0.00760767,0.022823,0.00760767,0.022823,0.00760767
273,15846.3,0.60387,0.71786,0.28447,0.00138,0.12584,0.94369,0.87985,0.92345,0.84853,0.93349,0.86993,0.91195,0.763,0.76951,1.35498,0.75233,0.00244,0,0.0227921,0.00759737,0.0227921,0.00759737,0.0227921,0.00759737,0.0227921,0.00759737
274,15904.1,0.59709,0.7131,0.28231,0.00141,0.14293,0.93193,0.8954,0.92543,0.8467,0.92158,0.88508,0.91271,0.74832,0.78055,1.35601,0.75111,0.00249,0,0.0227612,0.00758706,0.0227612,0.00758706,0.0227612,0.00758706,0.0227612,0.00758706
275,15961.1,0.59941,0.7253,0.28368,0.00142,0.13291,0.9318,0.90016,0.92693,0.84646,0.9201,0.88867,0.91283,0.74573,0.77739,1.36408,0.75451,0.00247,0,0.0227303,0.00757676,0.0227303,0.00757676,0.0227303,0.00757676,0.0227303,0.00757676
276,16019.2,0.59112,0.7183,0.28019,0.00138,0.13629,0.93114,0.90549,0.92664,0.84785,0.92051,0.89501,0.91412,0.75602,0.77176,1.37178,0.75379,0.00245,0,0.0226994,0.00756645,0.0226994,0.00756645,0.0226994,0.00756645,0.0226994,0.00756645
277,16076.2,0.58922,0.72608,0.27999,0.00138,0.13459,0.942,0.8965,0.92721,0.84821,0.9334,0.88474,0.91571,0.75888,0.77973,1.38217,0.75312,0.00252,0,0.0226685,0.00755615,0.0226685,0.00755615,0.0226685,0.00755615,0.0226685,0.00755615
278,16134.2,0.58949,0.71765,0.27947,0.00137,0.13971,0.94099,0.89153,0.93614,0.85663,0.93081,0.88204,0.92242,0.76627,0.77902,1.36425,0.75859,0.00248,0,0.0226375,0.00754585,0.0226375,0.00754585,0.0226375,0.00754585,0.0226375,0.00754585
279,16192.6,0.60385,0.74408,0.285,0.00139,0.13488,0.94637,0.90162,0.93445,0.85556,0.93648,0.8922,0.91967,0.76141,0.76843,1.34508,0.74121,0.00244,0,0.0226066,0.00753554,0.0226066,0.00753554,0.0226066,0.00753554,0.0226066,0.00753554
280,16249.1,0.57868,0.72213,0.27696,0.00139,0.13321,0.94223,0.8958,0.92886,0.85311,0.93238,0.88599,0.91831,0.76,0.77925,1.35656,0.75684,0.00246,0,0.0225757,0.00752524,0.0225757,0.00752524,0.0225757,0.00752524,0.0225757,0.00752524
281,16307.3,0.60782,0.73435,0.2827,0.00132,0.12523,0.93825,0.88689,0.92981,0.85253,0.92821,0.8761,0.91715,0.75572,0.77697,1.36599,0.75608,0.00244,0,0.0225448,0.00751494,0.0225448,0.00751494,0.0225448,0.00751494,0.0225448,0.00751494
282,16364.6,0.59629,0.72514,0.28343,0.00136,0.13382,0.94505,0.89186,0.93579,0.85823,0.93508,0.88135,0.92001,0.75773,0.77476,1.36117,0.75245,0.00242,0,0.0225139,0.00750463,0.0225139,0.00750463,0.0225139,0.00750463,0.0225139,0.00750463
283,16421.8,0.58095,0.71367,0.27199,0.00142,0.13166,0.94794,0.89647,0.93553,0.85936,0.93827,0.88768,0.92161,0.7674,0.7718,1.35497,0.75318,0.00248,0,0.022483,0.00749433,0.022483,0.00749433,0.022483,0.00749433,0.022483,0.00749433
284,16479.1,0.59023,0.72231,0.27906,0.00136,0.14061,0.94605,0.89498,0.93755,0.86274,0.93717,0.88646,0.926,0.76951,0.77551,1.36847,0.7417,0.00245,0,0.0224521,0.00748402,0.0224521,0.00748402,0.0224521,0.00748402,0.0224521,0.00748402
285,16537.1,0.59274,0.72587,0.28139,0.00138,0.12646,0.94034,0.90407,0.93062,0.85297,0.93086,0.89317,0.91842,0.7597,0.77558,1.385,0.74125,0.00243,0,0.0224212,0.00747372,0.0224212,0.00747372,0.0224212,0.00747372,0.0224212,0.00747372
