epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,827.303,0.63322,1.07983,0.6883,1.29302,0.84451,0.81526,0.8922,0.7017,0.82932,0.84828,0.89602,0.65676,0.6243,1.50083,0.84664,1.33855,0.0102351,0.0102351,0.0102351
18,875.521,0.61931,1.06529,0.67811,1.28498,0.89934,0.92801,0.95828,0.79914,0.90144,0.93023,0.95822,0.81345,0.53236,0.8281,0.60166,1.25547,0.0102248,0.0102248,0.0102248
19,924.051,0.58554,1.01123,0.63804,1.24949,0.92827,0.93778,0.96472,0.80937,0.93865,0.93918,0.9625,0.82406,0.50464,0.72151,0.55415,1.20528,0.0102145,0.0102145,0.0102145
20,973.074,0.5676,0.97397,0.60803,1.23725,0.93511,0.90393,0.95408,0.77865,0.9325,0.9064,0.95328,0.78601,0.56716,0.86241,0.63183,1.28472,0.0102042,0.0102042,0.0102042
21,1021.36,0.56495,0.97243,0.59626,1.24158,0.93935,0.93203,0.96705,0.82576,0.93935,0.93203,0.96342,0.83507,0.48494,0.78473,0.55675,1.20436,0.0101939,0.0101939,0.0101939
22,1070,0.58154,0.95778,0.75773,1.22484,0.91652,0.8715,0.93606,0.77157,0.91372,0.86929,0.93665,0.77839,0.53438,0.86069,0.61153,1.2337,0.0101836,0.0101836,0.0101836
23,1118.22,0.5695,0.99412,0.61372,1.2402,0.89823,0.90051,0.94323,0.793,0.90532,0.90559,0.95028,0.80853,0.48465,0.72367,0.60047,1.20352,0.0101733,0.0101733,0.0101733
24,1167.81,0.55424,0.9466,0.6051,1.22362,0.91692,0.93418,0.96186,0.80416,0.91897,0.93528,0.96438,0.81788,0.48574,0.73204,0.54964,1.20202,0.010163,0.010163,0.010163
25,1216.4,0.54795,0.89518,0.5794,1.2224,0.91017,0.91723,0.94364,0.79445,0.91064,0.90361,0.94344,0.78554,0.47646,0.78266,0.55243,1.20237,0.0101527,0.0101527,0.0101527
26,1265.68,0.54259,0.89592,0.57853,1.21068,0.91249,0.92265,0.96516,0.83056,0.91249,0.92265,0.96544,0.82611,0.4626,0.81804,0.52359,1.17596,0.0101424,0.0101424,0.0101424
27,1314,0.53583,0.92003,0.56491,1.19257,0.8029,0.78715,0.87467,0.7156,0.80535,0.79058,0.87887,0.6399,0.59805,1.54272,0.91985,1.30978,0.0101321,0.0101321,0.0101321
28,1362.47,0.52535,0.87083,0.55407,1.18563,0.93457,0.93193,0.96044,0.83219,0.93506,0.93241,0.96181,0.83348,0.46944,0.73373,0.52402,1.17372,0.0101218,0.0101218,0.0101218
29,1411.44,0.51366,0.86481,0.55182,1.18932,0.93008,0.94707,0.96603,0.8502,0.93347,0.9505,0.96661,0.84885,0.43314,0.73594,0.52839,1.15679,0.0101115,0.0101115,0.0101115
30,1460.43,0.49677,0.81084,0.52747,1.16827,0.92687,0.92851,0.96322,0.83089,0.93038,0.93072,0.96268,0.83835,0.4471,0.697,0.49925,1.16261,0.0101012,0.0101012,0.0101012
31,1509.82,0.51792,0.86002,0.54778,1.18302,0.79996,0.78842,0.90198,0.75799,0.79308,0.77843,0.89287,0.61631,0.53257,1.86149,0.92575,1.26178,0.0100909,0.0100909,0.0100909
32,1558.56,0.49292,0.81353,0.52033,1.17505,0.9582,0.89426,0.96269,0.82569,0.9582,0.89426,0.96237,0.84146,0.46279,0.76721,0.49687,1.1658,0.0100806,0.0100806,0.0100806
33,1607.06,0.5027,0.82752,0.54087,1.18018,0.89409,0.91944,0.95051,0.80498,0.89233,0.93035,0.95649,0.82641,0.50029,0.81318,0.57528,1.24459,0.0100703,0.0100703,0.0100703
34,1655.73,0.49081,0.81676,0.52944,1.16873,0.92027,0.94619,0.97178,0.85348,0.94942,0.91673,0.97135,0.84103,0.43396,0.71161,0.49063,1.12974,0.01006,0.01006,0.01006
35,1704.46,0.46826,0.77447,0.50438,1.14455,0.94344,0.93753,0.96499,0.85145,0.95881,0.9223,0.96686,0.85421,0.40844,0.79963,0.48993,1.13102,0.0100497,0.0100497,0.0100497
36,1753.2,0.47441,0.8129,0.51645,1.15325,0.95531,0.95362,0.96929,0.8555,0.95489,0.9601,0.96921,0.85556,0.41912,0.73722,0.47442,1.14814,0.0100394,0.0100394,0.0100394
37,1801.83,0.49425,0.80532,0.53753,1.16302,0.95709,0.92508,0.96147,0.84617,0.95709,0.92508,0.96194,0.85194,0.42776,0.70343,0.49515,1.15936,0.0100291,0.0100291,0.0100291
38,1851.32,0.48155,0.78322,0.51352,1.16214,0.95896,0.95294,0.97017,0.86286,0.95896,0.95294,0.96659,0.85209,0.40348,0.68284,0.46542,1.11799,0.0100188,0.0100188,0.0100188
39,1900.84,0.46647,0.76757,0.5013,1.14561,0.93441,0.93604,0.97073,0.83951,0.93441,0.93604,0.96913,0.84407,0.42694,0.67172,0.49221,1.15538,0.0100085,0.0100085,0.0100085
40,1949.52,0.46387,0.75388,0.50624,1.14736,0.94532,0.94684,0.9784,0.85438,0.94417,0.94684,0.97217,0.83921,0.42549,0.83603,0.47186,1.16554,0.00999815,0.00999815,0.00999815
41,1998.72,0.45465,0.73675,0.48239,1.1278,0.95932,0.92551,0.9723,0.8745,0.92623,0.95733,0.97123,0.86395,0.39851,0.71876,0.45503,1.11528,0.00998785,0.00998785,0.00998785
42,2047.55,0.45541,0.75774,0.48451,1.13396,0.96541,0.94522,0.97132,0.85993,0.9767,0.94222,0.97549,0.87269,0.42162,0.80557,0.45949,1.12614,0.00997754,0.00997754,0.00997754
43,2096.37,0.46504,0.70337,0.46959,1.12748,0.95003,0.94758,0.96866,0.84764,0.96542,0.93101,0.96809,0.84931,0.45106,0.72121,0.46195,1.15537,0.00996724,0.00996724,0.00996724
44,2145.35,0.45171,0.70354,0.45765,1.13561,0.95727,0.93657,0.96543,0.84532,0.95727,0.93657,0.96565,0.8437,0.41921,0.77585,0.45673,1.13386,0.00995694,0.00995694,0.00995694
45,2194.05,0.45774,0.67813,0.46451,1.12629,0.93215,0.93978,0.97278,0.86485,0.9379,0.93878,0.97388,0.85593,0.40191,0.77388,0.45235,1.11263,0.00994663,0.00994663,0.00994663
46,2242.92,0.44368,0.662,0.44243,1.11119,0.96657,0.93557,0.97546,0.88205,0.96879,0.93778,0.97622,0.87536,0.38114,0.76483,0.43834,1.09831,0.00993633,0.00993633,0.00993633
47,2292.23,0.44018,0.68866,0.45785,1.11946,0.94597,0.94764,0.96242,0.86188,0.94259,0.94421,0.96193,0.85879,0.38415,0.77736,0.444,1.11375,0.00992603,0.00992603,0.00992603
48,2341.31,0.43442,0.70993,0.45459,1.11962,0.95137,0.93017,0.9685,0.87537,0.96308,0.92772,0.97032,0.86538,0.37915,0.78151,0.46169,1.09934,0.00991572,0.00991572,0.00991572
49,2390.2,0.42362,0.6432,0.43139,1.10929,0.94098,0.96683,0.96987,0.87527,0.94864,0.97468,0.97967,0.87045,0.40214,0.64468,0.42048,1.11942,0.00990542,0.00990542,0.00990542
50,2438.65,0.44026,0.6375,0.45205,1.11056,0.93133,0.96573,0.97308,0.86723,0.93354,0.96794,0.97666,0.87013,0.39732,0.59172,0.42225,1.12862,0.00989511,0.00989511,0.00989511
51,2487.5,0.44309,0.67336,0.46203,1.11242,0.93315,0.91723,0.95988,0.84506,0.93532,0.91944,0.96253,0.86158,0.40257,0.70236,0.47045,1.09895,0.00988481,0.00988481,0.00988481
52,2536.55,0.42231,0.6489,0.43583,1.09609,0.94011,0.95248,0.97586,0.86767,0.93943,0.95248,0.9751,0.86297,0.38656,0.69022,0.45367,1.10512,0.00987451,0.00987451,0.00987451
53,2585.45,0.41251,0.61749,0.43092,1.09195,0.95658,0.95878,0.97276,0.88299,0.95658,0.95878,0.97243,0.8745,0.36575,0.70213,0.39731,1.09716,0.0098642,0.0098642,0.0098642
54,2634.21,0.41708,0.6103,0.43165,1.09631,0.93979,0.93757,0.96417,0.85925,0.93979,0.93757,0.96396,0.8702,0.39066,0.66155,0.45405,1.1084,0.0098539,0.0098539,0.0098539
55,2682.63,0.42286,0.61409,0.42351,1.102,0.96331,0.94271,0.97942,0.87782,0.96331,0.94271,0.97925,0.8872,0.3938,0.69449,0.40938,1.11199,0.00984359,0.00984359,0.00984359
56,2731.64,0.42051,0.60052,0.41603,1.10135,0.93919,0.94302,0.96277,0.86776,0.94142,0.94523,0.96311,0.85385,0.37929,0.66901,0.42451,1.08088,0.00983329,0.00983329,0.00983329
57,2780.56,0.41382,0.59132,0.41665,1.08643,0.96424,0.93047,0.97083,0.87821,0.96424,0.93047,0.96987,0.87369,0.38913,0.80912,0.39936,1.10517,0.00982299,0.00982299,0.00982299
58,2829.15,0.398,0.58821,0.40926,1.08019,0.92547,0.93377,0.97054,0.87605,0.93492,0.9428,0.97292,0.86602,0.37866,0.67081,0.42493,1.11763,0.00981268,0.00981268,0.00981268
59,2877.84,0.39595,0.58106,0.40401,1.07948,0.95738,0.96459,0.97456,0.89664,0.95738,0.96459,0.97559,0.87811,0.35835,0.69667,0.39718,1.06887,0.00980238,0.00980238,0.00980238
60,2926.24,0.41671,0.62696,0.41832,1.08331,0.97554,0.92194,0.97491,0.87815,0.97779,0.92416,0.97573,0.87482,0.40088,0.74406,0.39667,1.13282,0.00979208,0.00979208,0.00979208
61,2974.49,0.43038,0.66469,0.43624,1.10094,0.9591,0.94809,0.97158,0.88616,0.95271,0.94805,0.97286,0.87177,0.3698,0.71582,0.40429,1.08452,0.00978177,0.00978177,0.00978177
62,3023.37,0.40914,0.57589,0.40961,1.08128,0.95955,0.9443,0.97737,0.8911,0.96126,0.93887,0.97744,0.87872,0.36766,0.73353,0.39006,1.08034,0.00977147,0.00977147,0.00977147
63,3072.18,0.40063,0.59964,0.40501,1.08262,0.94387,0.92912,0.96398,0.87772,0.94612,0.93273,0.96439,0.86717,0.38543,0.72911,0.43717,1.11359,0.00976116,0.00976116,0.00976116
64,3121.43,0.3906,0.56691,0.40227,1.06787,0.86277,0.40218,0.61023,0.42951,0.67704,0.464,0.56879,0.24641,1.0864,3.87382,2.28707,2.08601,0.00975086,0.00975086,0.00975086
65,3170.51,0.40865,0.57445,0.41203,1.07809,0.94634,0.92253,0.96269,0.86987,0.94915,0.94463,0.97302,0.86113,0.38719,0.65322,0.4436,1.09849,0.00974056,0.00974056,0.00974056
66,3219.47,0.42067,0.6004,0.41396,1.09671,0.9511,0.94535,0.96837,0.87066,0.95456,0.9486,0.97573,0.86536,0.40647,0.74218,0.41624,1.11289,0.00973025,0.00973025,0.00973025
67,3268.98,0.38361,0.55956,0.38586,1.06975,0.94991,0.9454,0.97034,0.88975,0.95368,0.94853,0.97247,0.88157,0.35862,0.65789,0.40128,1.06433,0.00971995,0.00971995,0.00971995
68,3318.11,0.38505,0.56223,0.38323,1.07065,0.96039,0.95037,0.97868,0.88906,0.96039,0.95037,0.97791,0.89127,0.36409,0.61341,0.36423,1.09679,0.00970965,0.00970965,0.00970965
69,3367.87,0.36994,0.53763,0.37515,1.05815,0.94981,0.95759,0.97423,0.87732,0.96994,0.94342,0.97508,0.86904,0.37154,0.74611,0.38277,1.10269,0.00969934,0.00969934,0.00969934
70,3417.02,0.3912,0.59747,0.39393,1.06437,0.96193,0.9511,0.97791,0.88161,0.96193,0.9511,0.97791,0.87453,0.35904,0.69912,0.38393,1.07364,0.00968904,0.00968904,0.00968904
71,3466.26,0.37601,0.5339,0.37754,1.05353,0.95735,0.96701,0.97117,0.88076,0.96292,0.97265,0.97628,0.87322,0.35185,0.72797,0.38483,1.08586,0.00967873,0.00967873,0.00967873
72,3516.22,0.38638,0.5317,0.38964,1.06562,0.96774,0.9338,0.96744,0.88192,0.97204,0.93757,0.97356,0.86685,0.37064,0.66923,0.3972,1.09398,0.00966843,0.00966843,0.00966843
73,3564.86,0.39152,0.5461,0.38583,1.06291,0.91905,0.96312,0.97297,0.87477,0.91905,0.96312,0.97136,0.86972,0.37836,0.73151,0.40342,1.08944,0.00965813,0.00965813,0.00965813
74,3613.43,0.3829,0.55071,0.3861,1.06957,0.92675,0.95712,0.9721,0.89266,0.93023,0.95712,0.97305,0.88637,0.34636,0.78105,0.37872,1.07608,0.00964782,0.00964782,0.00964782
75,3661.87,0.38823,0.54905,0.39383,1.06114,0.96661,0.92941,0.97536,0.89204,0.96881,0.93163,0.97432,0.88107,0.36529,0.79377,0.37842,1.08763,0.00963752,0.00963752,0.00963752
76,3711.72,0.37206,0.5106,0.36947,1.04544,0.93561,0.96049,0.97046,0.88613,0.93561,0.96049,0.96871,0.8688,0.35326,0.65538,0.39472,1.07555,0.00962721,0.00962721,0.00962721
77,3760.93,0.37371,0.54314,0.57937,1.0494,0.93508,0.93985,0.96416,0.86105,0.93545,0.92859,0.95897,0.86545,0.38715,0.67885,0.47287,1.10026,0.00961691,0.00961691,0.00961691
78,3809.87,0.37117,0.5322,0.38366,1.05655,0.95136,0.95213,0.97459,0.89332,0.95355,0.95435,0.97578,0.88209,0.36111,0.70797,0.37985,1.08738,0.00960661,0.00960661,0.00960661
79,3859.1,0.35862,0.49537,0.36684,1.04775,0.9539,0.94905,0.97847,0.8999,0.9539,0.94905,0.97847,0.88816,0.34764,0.73559,0.3502,1.06446,0.0095963,0.0095963,0.0095963
80,3908.31,0.36186,0.50437,0.36471,1.03495,0.97435,0.95369,0.97147,0.8904,0.97435,0.95369,0.96985,0.88207,0.35421,0.78832,0.37429,1.08187,0.009586,0.009586,0.009586
81,3956.85,0.37162,0.54032,0.3704,1.06332,0.95085,0.96054,0.97274,0.89309,0.95085,0.96054,0.97414,0.88895,0.36361,0.70047,0.36609,1.08184,0.0095757,0.0095757,0.0095757
82,4005.67,0.3535,0.49428,0.35248,1.04006,0.96672,0.94843,0.97686,0.88708,0.96672,0.94843,0.97578,0.88739,0.35138,0.6465,0.35783,1.07231,0.00956539,0.00956539,0.00956539
83,4054.22,0.36455,0.53437,0.37469,1.04075,0.96153,0.95027,0.97272,0.87934,0.96566,0.94688,0.97298,0.87535,0.36305,0.65978,0.37481,1.07848,0.00955509,0.00955509,0.00955509
84,4102.48,0.3676,0.52601,0.37659,1.05192,0.97046,0.95377,0.97951,0.90074,0.97046,0.95377,0.97905,0.89373,0.34105,0.73021,0.34513,1.06836,0.00954478,0.00954478,0.00954478
85,4151.33,0.35901,0.49509,0.36052,1.03663,0.95161,0.95353,0.97604,0.8956,0.95161,0.95353,0.97427,0.89032,0.33559,0.68427,0.36492,1.06756,0.00953448,0.00953448,0.00953448
86,4199.73,0.34404,0.4817,0.34805,1.02677,0.95814,0.95758,0.98315,0.89156,0.95473,0.95415,0.97874,0.88532,0.3513,0.72137,0.37787,1.07198,0.00952418,0.00952418,0.00952418
87,4248.1,0.35026,0.48257,0.348,1.03444,0.9766,0.94155,0.97688,0.8955,0.9766,0.94155,0.97678,0.89258,0.33048,0.76945,0.36209,1.05783,0.00951387,0.00951387,0.00951387
88,4296.57,0.34456,0.46239,0.34222,1.0276,0.95224,0.94976,0.9769,0.8932,0.95839,0.94563,0.97659,0.89946,0.3463,0.75058,0.35359,1.06618,0.00950357,0.00950357,0.00950357
89,4345.52,0.34317,0.46858,0.34421,1.021,0.96098,0.94732,0.97709,0.89645,0.96124,0.94685,0.97761,0.88617,0.34946,0.69121,0.37331,1.0704,0.00949327,0.00949327,0.00949327
90,4393.14,0.33685,0.45686,0.33387,1.02209,0.97645,0.94944,0.98102,0.89824,0.97645,0.94944,0.98097,0.90144,0.33955,0.70283,0.33249,1.06716,0.00948296,0.00948296,0.00948296
91,4441.56,0.35768,0.48092,0.34897,1.03646,0.92821,0.95369,0.97001,0.87473,0.92821,0.95369,0.97055,0.88908,0.3462,0.74702,0.37966,1.08117,0.00947266,0.00947266,0.00947266
92,4489.68,0.3465,0.44965,0.33981,1.02462,0.95659,0.94556,0.97307,0.88671,0.95659,0.94556,0.97295,0.89213,0.34319,0.63746,0.35896,1.07456,0.00946235,0.00946235,0.00946235
93,4538.26,0.3584,0.47104,0.34341,1.03758,0.994,0.93899,0.97739,0.89901,0.994,0.93899,0.97703,0.88761,0.3473,0.63848,0.35334,1.06092,0.00945205,0.00945205,0.00945205
94,4586.55,0.34443,0.48809,0.38327,1.03639,0.98274,0.92408,0.97626,0.88893,0.98274,0.92408,0.97495,0.88458,0.34949,0.69367,0.36418,1.06813,0.00944175,0.00944175,0.00944175
95,4635.05,0.3423,0.47001,0.37715,1.02475,0.95019,0.94587,0.96707,0.87933,0.95583,0.95151,0.97158,0.8847,0.3607,0.68886,0.37481,1.08697,0.00943144,0.00943144,0.00943144
96,4683.19,0.36998,0.50754,0.37396,1.0469,0.94821,0.94697,0.97666,0.89366,0.94821,0.94697,0.97578,0.88752,0.35424,0.73075,0.37652,1.05825,0.00942114,0.00942114,0.00942114
97,4731.32,0.34696,0.49334,0.34743,1.03435,0.95998,0.9492,0.97222,0.88913,0.95944,0.95091,0.97332,0.88364,0.34896,0.6859,0.38208,1.06485,0.00941084,0.00941084,0.00941084
98,4780.15,0.35103,0.48229,0.35084,1.03232,0.94916,0.95983,0.97756,0.89344,0.94916,0.95983,0.97748,0.87817,0.3481,0.70002,0.34924,1.05878,0.00940053,0.00940053,0.00940053
99,4828.99,0.33566,0.45169,0.32664,1.01409,0.96691,0.95366,0.97458,0.90412,0.96691,0.95366,0.97378,0.88445,0.33211,0.70278,0.3477,1.04568,0.00939023,0.00939023,0.00939023
100,4877.55,0.35276,0.47947,0.34024,1.02945,0.97,0.93436,0.97577,0.88654,0.97224,0.93657,0.97526,0.88458,0.3542,0.74908,0.36696,1.07511,0.00937992,0.00937992,0.00937992
101,4926.18,0.35585,0.45939,0.34251,1.02521,0.95045,0.92867,0.96634,0.88576,0.95368,0.92335,0.96518,0.86506,0.33774,0.64498,0.36626,1.06041,0.00936962,0.00936962,0.00936962
102,4974.17,0.35283,0.45807,0.34268,1.02989,0.96713,0.94224,0.97882,0.89253,0.96347,0.93885,0.97185,0.88238,0.35291,0.69965,0.35021,1.06823,0.00935932,0.00935932,0.00935932
103,5022.22,0.35071,0.46796,0.33957,1.02687,0.97753,0.94905,0.97661,0.90256,0.97753,0.94905,0.97663,0.89398,0.3429,0.66086,0.35917,1.06785,0.00934901,0.00934901,0.00934901
104,5070.64,0.3496,0.46098,0.34901,1.02577,0.95384,0.93312,0.9712,0.89676,0.9561,0.93533,0.97111,0.88704,0.33076,0.66587,0.35287,1.0699,0.00933871,0.00933871,0.00933871
105,5119.03,0.33814,0.46644,0.33826,1.02221,0.96098,0.96074,0.97827,0.89711,0.96098,0.96074,0.97554,0.8975,0.35008,0.79398,0.35414,1.05936,0.0093284,0.0093284,0.0093284
106,5167.47,0.32785,0.42615,0.32523,1.01598,0.9482,0.95915,0.97784,0.89005,0.96904,0.94356,0.97727,0.88154,0.34075,0.73567,0.34757,1.05897,0.0093181,0.0093181,0.0093181
107,5215.91,0.33822,0.44237,0.3296,1.01649,0.9554,0.93899,0.97429,0.90136,0.97176,0.92942,0.97444,0.89093,0.33599,0.62889,0.3386,1.04803,0.0093078,0.0093078,0.0093078
108,5264.27,0.33372,0.44914,0.32829,1.01159,0.96343,0.96054,0.98291,0.90533,0.96454,0.96054,0.98027,0.90451,0.3271,0.72935,0.33412,1.04684,0.00929749,0.00929749,0.00929749
109,5312.66,0.33651,0.45367,0.33404,1.01851,0.9677,0.95304,0.97856,0.90041,0.96991,0.95525,0.97619,0.89049,0.33222,0.62144,0.35031,1.05899,0.00928719,0.00928719,0.00928719
110,5361.22,0.33579,0.42738,0.3268,1.01548,0.98229,0.93013,0.97456,0.89741,0.98229,0.93013,0.97399,0.89451,0.34385,0.71585,0.34793,1.05392,0.00927689,0.00927689,0.00927689
111,5409.77,0.34083,0.42873,0.36668,1.01259,0.95811,0.92629,0.97259,0.88516,0.95776,0.92911,0.97057,0.88059,0.35533,0.73543,0.36854,1.06806,0.00926658,0.00926658,0.00926658
112,5458.34,0.3475,0.45037,0.34079,1.03055,0.97411,0.93517,0.98237,0.91325,0.97411,0.93517,0.98003,0.89331,0.3099,0.67302,0.33438,1.02513,0.00925628,0.00925628,0.00925628
113,5506.79,0.32217,0.42449,0.31782,1.0071,0.97241,0.94442,0.9766,0.91873,0.97602,0.94784,0.98008,0.90181,0.30008,0.62738,0.32668,1.01462,0.00924597,0.00924597,0.00924597
114,5555.24,0.32096,0.41734,0.31261,1.00483,0.98671,0.93396,0.97434,0.91182,0.98671,0.93396,0.97434,0.90469,0.31627,0.62315,0.33647,1.04073,0.00923567,0.00923567,0.00923567
115,5603.81,0.32827,0.41683,0.31944,1.00925,0.95585,0.93557,0.96988,0.8958,0.95585,0.93557,0.9696,0.88362,0.33626,0.68892,0.37441,1.05248,0.00922537,0.00922537,0.00922537
116,5652.65,0.33776,0.45306,0.33309,1.02319,0.92898,0.95933,0.97111,0.89399,0.95755,0.93293,0.97276,0.88499,0.32992,0.70644,0.36624,1.05934,0.00921506,0.00921506,0.00921506
117,5701.13,0.31879,0.43239,0.31149,1.01777,0.95393,0.94017,0.98162,0.90726,0.95143,0.93736,0.97706,0.90165,0.32734,0.67924,0.36765,1.05722,0.00920476,0.00920476,0.00920476
118,5749.8,0.32696,0.46273,0.32078,1.01335,0.98212,0.93588,0.97578,0.89418,0.98212,0.93588,0.97578,0.88961,0.32779,0.68382,0.35017,1.05572,0.00919446,0.00919446,0.00919446
119,5798.89,0.32377,0.43402,0.32247,1.01347,0.97415,0.9386,0.97962,0.9057,0.97415,0.9386,0.97951,0.89644,0.32983,0.67283,0.33166,1.06456,0.00918415,0.00918415,0.00918415
120,5847.92,0.32068,0.41745,0.30832,1.00416,0.98234,0.93134,0.97313,0.91022,0.98234,0.93134,0.97328,0.89688,0.32093,0.66088,0.34439,1.05043,0.00917385,0.00917385,0.00917385
121,5897.22,0.31338,0.44235,0.30581,1.0015,0.94643,0.94905,0.97346,0.90647,0.94597,0.95127,0.97699,0.90252,0.32325,0.7766,0.33262,1.05356,0.00916354,0.00916354,0.00916354
122,5946.23,0.32518,0.43588,0.31205,1.01264,0.96144,0.94805,0.97946,0.90703,0.96717,0.95027,0.97573,0.89546,0.32169,0.68408,0.32851,1.04679,0.00915324,0.00915324,0.00915324
123,5994.67,0.33043,0.43229,0.31818,1.00695,0.95494,0.93837,0.97734,0.903,0.95494,0.93837,0.97737,0.89983,0.32664,0.7186,0.32557,1.04346,0.00914294,0.00914294,0.00914294
124,6043.1,0.32309,0.43613,0.31285,0.99655,0.95001,0.94158,0.96603,0.89447,0.95341,0.94501,0.96963,0.88743,0.32899,0.74154,0.34175,1.04575,0.00913263,0.00913263,0.00913263
125,6091.53,0.3087,0.39899,0.29906,0.99683,0.97396,0.9395,0.96761,0.8981,0.97396,0.9395,0.97041,0.88781,0.32698,0.78542,0.33408,1.04416,0.00912233,0.00912233,0.00912233
126,6140.44,0.32808,0.39271,0.31699,0.99981,0.97573,0.93224,0.97543,0.90775,0.97573,0.93224,0.97591,0.89814,0.31965,0.76554,0.34124,1.04313,0.00911202,0.00911202,0.00911202
127,6189.06,0.31344,0.4144,0.3051,1.00129,0.97734,0.93723,0.97455,0.89603,0.9796,0.93944,0.97483,0.89014,0.32392,0.753,0.3322,1.05993,0.00910172,0.00910172,0.00910172
128,6237.12,0.32001,0.41254,0.31,1.00335,0.96596,0.96021,0.98119,0.91018,0.96596,0.96021,0.98223,0.90339,0.31922,0.73956,0.31598,1.03869,0.00909142,0.00909142,0.00909142
129,6286.02,0.31098,0.42056,0.30711,1.00277,0.94314,0.94118,0.97222,0.90855,0.95784,0.93333,0.97599,0.89547,0.30583,0.61607,0.35665,1.03799,0.00908111,0.00908111,0.00908111
130,6334.74,0.32008,0.41858,0.31981,1.00567,0.96989,0.93481,0.9782,0.91042,0.97216,0.93702,0.98009,0.90915,0.31925,0.72598,0.33377,1.03704,0.00907081,0.00907081,0.00907081
