epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,6382.86,0.31945,0.40346,0.30755,0.99754,0.97579,0.93221,0.97589,0.90572,0.97575,0.93108,0.97253,0.89851,0.31493,0.69471,0.33543,1.03718,0.00906051,0.00906051,0.00906051
132,6431.55,0.29851,0.40076,0.29109,0.99498,0.96686,0.93336,0.96994,0.90428,0.97144,0.93678,0.97263,0.899,0.31866,0.69483,0.33512,1.04473,0.0090502,0.0090502,0.0090502
133,6479.8,0.32703,0.41331,0.30971,0.99772,0.9528,0.94606,0.97892,0.90761,0.9528,0.94606,0.97892,0.89158,0.31539,0.70656,0.32163,1.0279,0.0090399,0.0090399,0.0090399
134,6528.46,0.30915,0.40454,0.2988,0.99356,0.97305,0.94394,0.98316,0.90313,0.95775,0.95593,0.98362,0.90102,0.3203,0.73673,0.32429,1.03028,0.00902959,0.00902959,0.00902959
135,6577.12,0.30841,0.40469,0.29744,0.98946,0.95276,0.95677,0.98095,0.91662,0.95276,0.95677,0.98095,0.90477,0.31151,0.60182,0.32751,1.03253,0.00901929,0.00901929,0.00901929
136,6626.24,0.31182,0.40484,0.29899,0.99629,0.95816,0.93657,0.9741,0.9003,0.95514,0.93682,0.9741,0.89255,0.32025,0.64529,0.35223,1.04088,0.00900899,0.00900899,0.00900899
137,6675.32,0.32039,0.40801,0.30472,0.99925,0.96399,0.94388,0.9727,0.90837,0.96738,0.93999,0.97256,0.89709,0.32986,0.8039,0.33873,1.05844,0.00899868,0.00899868,0.00899868
138,6723.26,0.30989,0.39241,0.29375,0.98907,0.9604,0.92604,0.97101,0.90255,0.95992,0.9262,0.97444,0.89922,0.31134,0.75367,0.34031,1.04737,0.00898838,0.00898838,0.00898838
139,6771.27,0.3148,0.39961,0.30351,1.00085,0.94962,0.94283,0.97555,0.89714,0.95187,0.94505,0.97609,0.89593,0.33054,0.67874,0.33372,1.05058,0.00897808,0.00897808,0.00897808
140,6819.39,0.3063,0.38542,0.29148,0.98572,0.95863,0.94684,0.98058,0.89884,0.95434,0.94342,0.97845,0.90141,0.31688,0.74213,0.31403,1.04238,0.00896777,0.00896777,0.00896777
141,6867.48,0.30566,0.38491,0.29453,0.99563,0.93973,0.95148,0.97331,0.89968,0.94198,0.95369,0.97387,0.89417,0.32546,0.65818,0.338,1.04234,0.00895747,0.00895747,0.00895747
142,6915.46,0.30441,0.40194,0.2942,0.99639,0.97383,0.94402,0.97952,0.90087,0.97977,0.94964,0.98007,0.90299,0.33132,0.68688,0.33197,1.04745,0.00894716,0.00894716,0.00894716
143,6963.75,0.29999,0.39714,0.29495,0.99153,0.95053,0.96397,0.97769,0.91492,0.98422,0.93084,0.97408,0.90508,0.30782,0.74642,0.30736,1.0355,0.00893686,0.00893686,0.00893686
144,7012.18,0.30736,0.39305,0.29528,0.98616,0.96303,0.96846,0.97822,0.9165,0.96524,0.97068,0.98096,0.91488,0.31082,0.65568,0.31534,1.04077,0.00892656,0.00892656,0.00892656
145,7060.7,0.29848,0.38398,0.28661,0.99258,0.97367,0.94062,0.98293,0.91155,0.97367,0.94062,0.98293,0.91003,0.30959,0.62257,0.31417,1.03955,0.00891625,0.00891625,0.00891625
146,7109.3,0.29493,0.37473,0.28439,0.98423,0.96633,0.93965,0.98062,0.91369,0.96857,0.94186,0.98076,0.90753,0.29776,0.64551,0.32032,1.01638,0.00890595,0.00890595,0.00890595
147,7157.33,0.30161,0.38037,0.28954,0.98327,0.95186,0.96397,0.97606,0.91572,0.95186,0.96397,0.97822,0.90025,0.29864,0.74514,0.30547,1.00771,0.00889565,0.00889565,0.00889565
148,7205.3,0.29937,0.39108,0.28994,0.986,0.98937,0.92535,0.97656,0.90849,0.98937,0.92535,0.97815,0.90025,0.30651,0.688,0.31206,1.03227,0.00888534,0.00888534,0.00888534
149,7253.91,0.29927,0.38816,0.2827,0.98607,0.95154,0.95391,0.97744,0.89997,0.95154,0.95391,0.97744,0.89742,0.32189,0.75904,0.33251,1.04788,0.00887504,0.00887504,0.00887504
150,7302.19,0.31243,0.39738,0.2886,0.99644,0.95302,0.95148,0.97286,0.89697,0.95302,0.95148,0.97416,0.8923,0.31915,0.69224,0.35158,1.04269,0.00886473,0.00886473,0.00886473
151,7350.02,0.3034,0.4037,0.3284,0.97996,0.97536,0.94538,0.97093,0.89404,0.97536,0.94538,0.9709,0.89441,0.31865,0.68824,0.33572,1.04475,0.00885443,0.00885443,0.00885443
152,7398.15,0.29285,0.37263,0.28699,0.98283,0.95532,0.95063,0.97611,0.90833,0.95532,0.95063,0.97491,0.90349,0.30684,0.70505,0.32804,1.03031,0.00884413,0.00884413,0.00884413
153,7446.34,0.2889,0.37617,0.281,0.98242,0.97295,0.9404,0.97417,0.90821,0.97159,0.93918,0.9762,0.90183,0.30815,0.67818,0.31152,1.04409,0.00883382,0.00883382,0.00883382
154,7494.2,0.30135,0.37514,0.28863,0.98436,0.96772,0.94582,0.98023,0.91254,0.96772,0.94582,0.98076,0.90858,0.31625,0.72587,0.30496,1.05386,0.00882352,0.00882352,0.00882352
155,7542.54,0.29205,0.38245,0.2807,0.97928,0.95423,0.95316,0.97579,0.90054,0.95423,0.95316,0.97579,0.89838,0.31949,0.70374,0.31704,1.05239,0.00881321,0.00881321,0.00881321
156,7590.16,0.29541,0.37999,0.27763,0.98055,0.9677,0.9478,0.97596,0.9096,0.9677,0.9478,0.97896,0.90381,0.30384,0.74207,0.31733,1.03634,0.00880291,0.00880291,0.00880291
157,7638.54,0.28647,0.37954,0.27424,0.96963,0.97978,0.94853,0.97984,0.91001,0.97978,0.94853,0.97984,0.89975,0.30114,0.72765,0.30822,1.02974,0.00879261,0.00879261,0.00879261
158,7686.42,0.29626,0.37518,0.28443,0.98257,0.96112,0.95483,0.97988,0.91466,0.96112,0.95483,0.97988,0.90457,0.30524,0.71038,0.31908,1.03382,0.0087823,0.0087823,0.0087823
159,7734.39,0.29032,0.38288,0.28418,0.98233,0.97323,0.94684,0.97842,0.90766,0.97323,0.94684,0.97553,0.89793,0.29964,0.68083,0.3093,1.03408,0.008772,0.008772,0.008772
160,7782.19,0.29424,0.3914,0.28316,0.98175,0.98584,0.93093,0.97893,0.91186,0.98616,0.93159,0.97923,0.90851,0.30422,0.61336,0.33115,1.04081,0.0087617,0.0087617,0.0087617
161,7829.91,0.3038,0.38945,0.28799,0.98604,0.96685,0.9426,0.978,0.90608,0.96737,0.94095,0.97432,0.8981,0.30738,0.70847,0.30692,1.03372,0.00875139,0.00875139,0.00875139
162,7878.09,0.306,0.3814,0.28494,0.97622,0.97715,0.93844,0.98288,0.91787,0.97715,0.93844,0.98288,0.90635,0.30306,0.62127,0.29684,1.03193,0.00874109,0.00874109,0.00874109
163,7926.03,0.29192,0.38296,0.28167,0.97764,0.96381,0.95683,0.982,0.91574,0.97562,0.94342,0.98241,0.90342,0.30989,0.76601,0.30539,1.05823,0.00873078,0.00873078,0.00873078
164,7974.3,0.28528,0.37103,0.27951,0.98398,0.96022,0.95206,0.97619,0.91321,0.96022,0.95206,0.97647,0.90081,0.30653,0.72702,0.29205,1.04132,0.00872048,0.00872048,0.00872048
165,8022.01,0.29863,0.37315,0.28347,0.99028,0.97732,0.9402,0.97615,0.90772,0.97732,0.9402,0.97796,0.90077,0.32083,0.8019,0.32192,1.05235,0.00871018,0.00871018,0.00871018
166,8069.77,0.29662,0.38155,0.30984,0.97925,0.98112,0.93214,0.97767,0.91197,0.98112,0.93214,0.97807,0.89808,0.31077,0.69513,0.31641,1.02856,0.00869987,0.00869987,0.00869987
167,8117.87,0.29067,0.38013,0.29711,0.97806,0.96706,0.9412,0.97595,0.91066,0.97126,0.94463,0.9782,0.90158,0.31968,0.72396,0.32973,1.04895,0.00868957,0.00868957,0.00868957
168,8165.4,0.28941,0.35912,0.28076,0.97709,0.97896,0.94563,0.98038,0.9092,0.97896,0.94563,0.98092,0.903,0.32397,0.76054,0.30957,1.06159,0.00867927,0.00867927,0.00867927
169,8213.4,0.289,0.36641,0.28151,0.98467,0.97202,0.94262,0.97481,0.90793,0.97425,0.94448,0.97761,0.90752,0.30099,0.6555,0.31745,1.04157,0.00866896,0.00866896,0.00866896
