epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,6578.35,0.35534,0.49392,0.35048,1.01909,0.95216,0.96472,0.9719,0.90358,0.95216,0.96472,0.97719,0.89909,0.33695,0.69934,0.34565,1.04369,0.00911202,0.00911202,0.00911202
127,6629.89,0.33366,0.47526,0.3326,1.01999,0.95335,0.97003,0.97656,0.90532,0.96226,0.96708,0.97648,0.90099,0.33409,0.73353,0.33438,1.05646,0.00910172,0.00910172,0.00910172
128,6681.22,0.33677,0.48135,0.33258,1.02226,0.96203,0.96921,0.98428,0.91463,0.96203,0.96921,0.98428,0.90411,0.31685,0.75023,0.31631,1.03315,0.00909142,0.00909142,0.00909142
129,6733.16,0.3302,0.48336,0.33114,1.02461,0.95632,0.96618,0.97022,0.89511,0.95276,0.96275,0.96884,0.88023,0.32536,0.68907,0.34924,1.04234,0.00908111,0.00908111,0.00908111
130,6784.8,0.33636,0.50062,0.33345,1.01907,0.94558,0.97467,0.9841,0.91095,0.94558,0.97467,0.98384,0.9055,0.32668,0.60795,0.34395,1.03981,0.00907081,0.00907081,0.00907081
131,6836.05,0.3454,0.49235,0.33541,1.02351,0.94613,0.96397,0.97938,0.90961,0.94613,0.96397,0.97839,0.88979,0.33008,0.61696,0.36013,1.04734,0.00906051,0.00906051,0.00906051
132,6887.6,0.32673,0.50324,0.32808,1.01805,0.95797,0.9484,0.97241,0.90108,0.96088,0.94393,0.97121,0.89273,0.33539,0.63099,0.35146,1.05648,0.0090502,0.0090502,0.0090502
133,6939.32,0.36637,0.51018,0.35797,1.03231,0.9471,0.94783,0.96907,0.88216,0.94484,0.94562,0.9645,0.86365,0.36227,0.61271,0.3827,1.07714,0.0090399,0.0090399,0.0090399
134,6990.94,0.34471,0.4812,0.33901,1.02764,0.95457,0.97178,0.97988,0.9041,0.95457,0.97178,0.97988,0.89496,0.34201,0.73231,0.34145,1.04626,0.00902959,0.00902959,0.00902959
135,7042.72,0.33692,0.45835,0.31968,1.01284,0.93906,0.96554,0.97778,0.91614,0.95498,0.94538,0.97655,0.89924,0.31729,0.75708,0.33582,1.02388,0.00901929,0.00901929,0.00901929
136,7094.39,0.32855,0.46439,0.31593,1.0139,0.96787,0.94789,0.97697,0.91217,0.96787,0.94789,0.97647,0.90726,0.32355,0.70193,0.31603,1.04207,0.00900899,0.00900899,0.00900899
137,7146.39,0.32718,0.47269,0.31998,1.01695,0.94947,0.9559,0.97043,0.90324,0.94947,0.9559,0.96996,0.89727,0.31675,0.67141,0.33031,1.03859,0.00899868,0.00899868,0.00899868
138,7197.53,0.32496,0.47457,0.31628,1.01262,0.95346,0.9539,0.96361,0.89061,0.95346,0.9539,0.96087,0.88221,0.32021,0.63741,0.34551,1.04032,0.00898838,0.00898838,0.00898838
139,7249.1,0.33289,0.46785,0.33156,1.02141,0.94899,0.96147,0.96679,0.89394,0.94899,0.96147,0.97,0.87877,0.31877,0.64311,0.33989,1.04066,0.00897808,0.00897808,0.00897808
140,7300.91,0.33757,0.47654,0.3242,1.01357,0.96499,0.95248,0.96538,0.89104,0.96499,0.95248,0.96384,0.87603,0.32156,0.68194,0.33691,1.04656,0.00896777,0.00896777,0.00896777
141,7352.86,0.33147,0.47851,0.32954,1.01484,0.96975,0.9549,0.98103,0.90971,0.97101,0.95712,0.98129,0.90048,0.32163,0.70779,0.32247,1.05422,0.00895747,0.00895747,0.00895747
142,7404.54,0.31672,0.45466,0.31252,1.00959,0.96705,0.95484,0.97829,0.91252,0.9693,0.95705,0.97852,0.90223,0.31336,0.69845,0.31613,1.02626,0.00894716,0.00894716,0.00894716
143,7456.48,0.31373,0.45037,0.30842,1.00989,0.9636,0.96307,0.98169,0.91852,0.9636,0.96307,0.98151,0.90874,0.30746,0.67514,0.30406,1.0258,0.00893686,0.00893686,0.00893686
144,7508.5,0.32169,0.46722,0.3058,1.00147,0.95603,0.95973,0.9787,0.90927,0.95603,0.95973,0.9787,0.897,0.31217,0.69936,0.32319,1.03123,0.00892656,0.00892656,0.00892656
145,7560.25,0.31367,0.42776,0.30727,1.00887,0.97412,0.96839,0.98809,0.91637,0.97412,0.96839,0.98102,0.90451,0.31372,0.73452,0.31857,1.03024,0.00891625,0.00891625,0.00891625
146,7612.26,0.31305,0.43551,0.3016,1.00091,0.95895,0.95253,0.97429,0.90156,0.9624,0.95595,0.98026,0.89395,0.31444,0.77282,0.3208,1.03477,0.00890595,0.00890595,0.00890595
147,7663.61,0.32453,0.44258,0.31134,1.00816,0.96167,0.90328,0.96717,0.88817,0.96524,0.90631,0.97014,0.86356,0.357,0.77474,0.39824,1.09067,0.00889565,0.00889565,0.00889565
148,7715.23,0.32056,0.4536,0.31795,1.00845,0.96491,0.954,0.98338,0.91381,0.96491,0.954,0.98172,0.90247,0.33019,0.69678,0.31842,1.05485,0.00888534,0.00888534,0.00888534
149,7767.18,0.32208,0.45838,0.30909,1.01035,0.97117,0.94784,0.97455,0.89751,0.97117,0.94784,0.97455,0.89571,0.32179,0.70205,0.32639,1.0441,0.00887504,0.00887504,0.00887504
150,7819.02,0.33284,0.45516,0.31166,1.01125,0.94377,0.96839,0.95603,0.88535,0.94377,0.96839,0.95535,0.87685,0.3263,0.7033,0.35034,1.04691,0.00886473,0.00886473,0.00886473
151,7870.75,0.33136,0.48571,0.4474,1.00328,0.96914,0.95933,0.98221,0.9154,0.97078,0.94905,0.98202,0.90602,0.32002,0.6845,0.3284,1.03305,0.00885443,0.00885443,0.00885443
152,7922.65,0.31997,0.44449,0.32161,1.00355,0.9504,0.96296,0.97562,0.91222,0.94788,0.95931,0.97303,0.90058,0.31491,0.67387,0.32589,1.02317,0.00884413,0.00884413,0.00884413
153,7974.5,0.30064,0.41974,0.29595,0.99775,0.94026,0.96745,0.97672,0.90256,0.94026,0.96745,0.97267,0.89558,0.31415,0.66542,0.32982,1.03983,0.00883382,0.00883382,0.00883382
154,8028.58,0.31791,0.42356,0.31054,1.0044,0.97222,0.94784,0.98049,0.90579,0.97222,0.94784,0.98073,0.90117,0.32371,0.6353,0.31752,1.05032,0.00882352,0.00882352,0.00882352
155,8082.6,0.30787,0.42611,0.30412,0.99792,0.96641,0.96812,0.97922,0.91079,0.96641,0.96812,0.97974,0.90275,0.31406,0.63391,0.30139,1.0396,0.00881321,0.00881321,0.00881321
156,8133.7,0.3148,0.44486,0.30332,0.99716,0.96337,0.95933,0.98034,0.91298,0.96337,0.95933,0.98043,0.90478,0.31287,0.73915,0.309,1.04031,0.00880291,0.00880291,0.00880291
157,8185.52,0.30566,0.4254,0.29523,0.99476,0.95736,0.95507,0.97254,0.90551,0.95736,0.95507,0.97008,0.89305,0.31688,0.67241,0.33202,1.0443,0.00879261,0.00879261,0.00879261
158,8237.25,0.30862,0.42955,0.3008,0.99792,0.94926,0.96275,0.97878,0.91177,0.94926,0.96275,0.97848,0.90173,0.31589,0.73648,0.3149,1.04061,0.0087823,0.0087823,0.0087823
159,8288.7,0.31132,0.43105,0.29784,0.9998,0.96416,0.95726,0.9659,0.89848,0.96416,0.95726,0.96638,0.88592,0.32085,0.66264,0.32439,1.03997,0.008772,0.008772,0.008772
160,8340.18,0.31452,0.46359,0.30355,0.9985,0.95502,0.96154,0.96935,0.88883,0.95502,0.96154,0.96925,0.8846,0.32629,0.63661,0.34541,1.0415,0.0087617,0.0087617,0.0087617
161,8391.92,0.31914,0.42398,0.30515,0.99988,0.96488,0.95796,0.96173,0.88356,0.96488,0.95796,0.96173,0.87912,0.33223,0.68949,0.35397,1.05757,0.00875139,0.00875139,0.00875139
162,8443.74,0.3243,0.45023,0.3149,0.98994,0.97497,0.96662,0.98142,0.9047,0.97151,0.96319,0.97868,0.90317,0.33593,0.62733,0.30977,1.05307,0.00874109,0.00874109,0.00874109
163,8495.5,0.30386,0.42915,0.29409,0.99637,0.97372,0.95765,0.98371,0.92161,0.97372,0.95765,0.98371,0.91021,0.32936,0.73218,0.30774,1.06538,0.00873078,0.00873078,0.00873078
164,8547.59,0.29577,0.44931,0.29057,0.99581,0.96567,0.95131,0.96984,0.90195,0.96567,0.95131,0.96978,0.88703,0.32049,0.77853,0.32528,1.04763,0.00872048,0.00872048,0.00872048
165,8599.18,0.30719,0.4409,0.29404,1.00162,0.95486,0.96679,0.98292,0.90816,0.95486,0.96679,0.98292,0.89587,0.32818,0.60559,0.33752,1.05945,0.00871018,0.00871018,0.00871018
166,8650.81,0.3059,0.42116,0.33253,0.99286,0.94837,0.96856,0.97314,0.89904,0.94837,0.96856,0.97314,0.89165,0.32902,0.68426,0.35042,1.04016,0.00869987,0.00869987,0.00869987
167,8703.03,0.30551,0.4117,0.30606,0.99175,0.93504,0.9559,0.9416,0.86886,0.93504,0.9559,0.94128,0.85725,0.31467,0.62862,0.39112,1.03932,0.00868957,0.00868957,0.00868957
168,8754.56,0.30885,0.43289,0.29939,0.9957,0.95398,0.96418,0.97089,0.89809,0.95398,0.96418,0.97089,0.88439,0.32167,0.69078,0.32983,1.04678,0.00867927,0.00867927,0.00867927
169,8806.47,0.31636,0.42651,0.30248,0.99948,0.98431,0.94218,0.97593,0.90642,0.98431,0.94218,0.97639,0.89905,0.30684,0.64685,0.30027,1.03666,0.00866896,0.00866896,0.00866896
170,8857.93,0.33432,0.44693,0.31917,1.00808,0.94882,0.95712,0.97122,0.89649,0.94993,0.9584,0.97244,0.89431,0.33382,0.6712,0.35057,1.06474,0.00865866,0.00865866,0.00865866
171,8909.4,0.31661,0.44494,0.31086,1.00495,0.96667,0.95248,0.97504,0.90105,0.96667,0.95248,0.97504,0.89299,0.32915,0.69493,0.32334,1.05743,0.00864835,0.00864835,0.00864835
172,8960.96,0.31104,0.44901,0.30455,1.00002,0.97726,0.9545,0.98333,0.91574,0.97726,0.9545,0.97623,0.90918,0.3185,0.60856,0.31381,1.03356,0.00863805,0.00863805,0.00863805
173,9013.12,0.29488,0.41455,0.28646,0.99029,0.96919,0.9412,0.9764,0.90594,0.96559,0.93778,0.97136,0.89571,0.30281,0.59516,0.31395,1.0231,0.00862775,0.00862775,0.00862775
174,9065.16,0.29731,0.39502,0.28727,0.98763,0.94597,0.96275,0.98159,0.9175,0.9493,0.96618,0.97897,0.91051,0.30873,0.62596,0.30281,1.04066,0.00861744,0.00861744,0.00861744
175,9117.27,0.30055,0.41588,0.29556,0.98963,0.97341,0.96739,0.98008,0.91307,0.98808,0.95369,0.97986,0.90509,0.32187,0.7177,0.29826,1.03845,0.00860714,0.00860714,0.00860714
176,9169.43,0.30671,0.41735,0.29478,0.99725,0.95141,0.96033,0.96686,0.89709,0.95083,0.95575,0.96681,0.8838,0.32008,0.82945,0.35045,1.04811,0.00859683,0.00859683,0.00859683
177,9220.95,0.29819,0.42938,0.2926,0.98498,0.97705,0.9588,0.97835,0.91301,0.97705,0.9588,0.97835,0.89849,0.30733,0.60954,0.32301,1.02002,0.00858653,0.00858653,0.00858653
178,9272.84,0.30681,0.43102,0.29917,0.99229,0.95954,0.97424,0.98379,0.92026,0.98037,0.9494,0.97947,0.91287,0.29998,0.64597,0.2965,1.02727,0.00857623,0.00857623,0.00857623
179,9324.62,0.30426,0.44974,0.29071,0.98595,0.95594,0.97992,0.98484,0.91733,0.95648,0.9778,0.98128,0.9095,0.31371,0.70833,0.29944,1.03019,0.00856592,0.00856592,0.00856592
180,9376.89,0.29613,0.4227,0.3385,0.98449,0.98084,0.94788,0.98642,0.92182,0.98084,0.94788,0.98277,0.91082,0.31053,0.80007,0.31044,1.03815,0.00855562,0.00855562,0.00855562
181,9428.57,0.30149,0.43744,0.30329,0.98524,0.97203,0.97524,0.98634,0.9192,0.97203,0.97524,0.98634,0.90883,0.30538,0.68445,0.28403,1.0359,0.00854532,0.00854532,0.00854532
182,9480.56,0.30104,0.41294,0.29242,0.99621,0.97383,0.96655,0.97039,0.90399,0.97383,0.96655,0.97039,0.89778,0.302,0.70447,0.31331,1.01696,0.00853501,0.00853501,0.00853501
183,9532.38,0.30018,0.40966,0.28907,0.98524,0.95632,0.97303,0.98247,0.92054,0.95735,0.97303,0.98117,0.91246,0.29971,0.70389,0.30193,1.0172,0.00852471,0.00852471,0.00852471
184,9583.81,0.31467,0.43731,0.30204,0.99416,0.97029,0.95594,0.9735,0.90406,0.96459,0.95036,0.96826,0.89557,0.32126,0.69538,0.33533,1.04244,0.0085144,0.0085144,0.0085144
185,9635.04,0.30512,0.44573,0.29981,0.99316,0.95084,0.96618,0.97646,0.90578,0.95084,0.96618,0.97601,0.89568,0.29695,0.82639,0.32383,1.01322,0.0085041,0.0085041,0.0085041
186,9686.76,0.29166,0.41891,0.2861,0.98522,0.96229,0.97633,0.98381,0.91053,0.96229,0.97633,0.97953,0.89798,0.30842,0.63194,0.31024,1.02778,0.0084938,0.0084938,0.0084938
187,9738.45,0.29156,0.39354,0.28106,0.98329,0.95459,0.9711,0.98322,0.913,0.95123,0.96768,0.97877,0.89648,0.30773,0.72667,0.2977,1.04785,0.00848349,0.00848349,0.00848349
188,9790.14,0.29014,0.3934,0.28049,0.98529,0.97013,0.96224,0.97002,0.90849,0.96672,0.95881,0.96983,0.90099,0.30192,0.70749,0.3247,1.03276,0.00847319,0.00847319,0.00847319
189,9841.77,0.30695,0.39087,0.29135,0.98395,0.9734,0.9559,0.97767,0.91889,0.9734,0.9559,0.97603,0.90971,0.30234,0.676,0.29856,1.03184,0.00846289,0.00846289,0.00846289
190,9894.33,0.29415,0.38962,0.28659,0.98794,0.97299,0.94684,0.98129,0.9151,0.97299,0.94684,0.98115,0.90222,0.29343,0.77613,0.29464,1.0272,0.00845258,0.00845258,0.00845258
191,9946.35,0.29263,0.38806,0.28451,0.98144,0.9546,0.95712,0.95739,0.89295,0.95283,0.95099,0.95796,0.88155,0.29484,0.73001,0.30608,1.02334,0.00844228,0.00844228,0.00844228
192,9998.03,0.3105,0.42754,0.29823,0.98398,0.98817,0.9447,0.9765,0.91756,0.98817,0.9447,0.9765,0.90469,0.29419,0.71648,0.30154,1.01912,0.00843197,0.00843197,0.00843197
193,10050,0.29314,0.41906,0.28574,0.98942,0.98237,0.95564,0.98515,0.92315,0.98237,0.95564,0.98372,0.91115,0.30171,0.64366,0.27741,1.02716,0.00842167,0.00842167,0.00842167
194,10102,0.30281,0.40046,0.30498,0.97803,0.95576,0.97552,0.96659,0.90081,0.94912,0.96868,0.96377,0.8852,0.29834,0.78278,0.34644,1.0258,0.00841137,0.00841137,0.00841137
195,10153.6,0.31337,0.47288,0.32804,1.00079,0.96826,0.96254,0.98164,0.92027,0.96826,0.96254,0.98106,0.91338,0.29425,0.66355,0.29149,1.02225,0.00840106,0.00840106,0.00840106
196,10205.3,0.3039,0.42118,0.29723,0.9844,0.96243,0.9543,0.97562,0.91809,0.96243,0.9543,0.97562,0.90281,0.30324,0.70744,0.29656,1.03567,0.00839076,0.00839076,0.00839076
197,10256.9,0.30552,0.42145,0.29607,0.99101,0.97599,0.95933,0.97974,0.91031,0.97599,0.95933,0.97577,0.89945,0.2992,0.62137,0.30175,1.03474,0.00838046,0.00838046,0.00838046
198,10309,0.29481,0.42565,0.28287,0.98422,0.97211,0.96592,0.98485,0.92275,0.97229,0.96582,0.98417,0.90947,0.29379,0.82157,0.26879,1.03034,0.00837015,0.00837015,0.00837015
199,10361,0.29571,0.40198,0.28359,0.98306,0.94955,0.9557,0.9758,0.90702,0.94955,0.9557,0.97542,0.88948,0.30951,0.68885,0.32435,1.0341,0.00835985,0.00835985,0.00835985
200,10413.1,0.30208,0.41979,0.29276,0.9938,0.95412,0.95887,0.97099,0.90229,0.95412,0.95887,0.96977,0.88994,0.31388,0.69582,0.31147,1.03728,0.00834954,0.00834954,0.00834954
201,10464.3,0.30108,0.43156,0.28928,0.98494,0.9693,0.95583,0.98586,0.91813,0.9693,0.95583,0.98604,0.90443,0.30054,0.70032,0.28849,1.0369,0.00833924,0.00833924,0.00833924
202,10516.6,0.28738,0.40105,0.2792,0.98414,0.96697,0.9696,0.97208,0.90339,0.96697,0.9696,0.97208,0.8907,0.29453,0.65242,0.29281,1.01942,0.00832894,0.00832894,0.00832894
203,10568.8,0.29007,0.38086,0.27345,0.97765,0.94337,0.97645,0.96215,0.88941,0.94011,0.97303,0.95972,0.88261,0.30618,0.67463,0.31791,1.02887,0.00831863,0.00831863,0.00831863
204,10620.7,0.29611,0.40784,0.2802,0.98374,0.96284,0.94953,0.97685,0.90153,0.95932,0.94611,0.96924,0.88705,0.32145,0.68511,0.2996,1.04639,0.00830833,0.00830833,0.00830833
205,10672,0.28612,0.37613,0.27715,0.97859,0.96463,0.93557,0.96187,0.8991,0.96463,0.93557,0.95667,0.8785,0.29772,0.70406,0.31982,1.02076,0.00829802,0.00829802,0.00829802
206,10723.9,0.30633,0.42574,0.29498,0.99564,0.97018,0.94684,0.97801,0.92297,0.97018,0.94684,0.97801,0.90568,0.29792,0.61488,0.29074,1.01997,0.00828772,0.00828772,0.00828772
207,10775.8,0.29974,0.41016,0.28859,0.98823,0.95869,0.96744,0.96752,0.90974,0.95869,0.96744,0.96752,0.89283,0.2973,0.70811,0.32846,1.01843,0.00827742,0.00827742,0.00827742
208,10827.9,0.29421,0.41854,0.28337,0.98546,0.96299,0.96415,0.97028,0.90266,0.96299,0.96415,0.97009,0.88809,0.31039,0.62918,0.36468,1.04498,0.00826711,0.00826711,0.00826711
209,10879.4,0.30033,0.41102,0.28341,0.98507,0.95721,0.97164,0.9619,0.89395,0.96074,0.96618,0.9596,0.88898,0.30426,0.62023,0.33182,1.04512,0.00825681,0.00825681,0.00825681
210,10931.4,0.29475,0.40958,0.2826,0.988,0.9701,0.97448,0.96539,0.90275,0.9701,0.97448,0.96659,0.88393,0.29841,0.62648,0.33046,1.02141,0.00824651,0.00824651,0.00824651
211,10983.3,0.28837,0.40872,0.27825,0.97784,0.96489,0.9549,0.96191,0.89283,0.96832,0.95833,0.96054,0.87746,0.3,0.67567,0.32448,1.0221,0.0082362,0.0082362,0.0082362
212,11035.1,0.28371,0.39533,0.27505,0.97943,0.9639,0.96275,0.97381,0.90867,0.96732,0.96618,0.97232,0.88966,0.31022,0.7182,0.29131,1.03557,0.0082259,0.0082259,0.0082259
213,11087.6,0.28965,0.38917,0.27495,0.97423,0.95499,0.94927,0.97595,0.90341,0.96734,0.93899,0.97736,0.89423,0.31739,0.64151,0.3007,1.04516,0.00821559,0.00821559,0.00821559
214,11139.5,0.28774,0.38394,0.27449,0.97429,0.97234,0.95812,0.96592,0.90728,0.97367,0.96254,0.96606,0.88721,0.29633,0.66607,0.2999,1.02082,0.00820529,0.00820529,0.00820529
215,11191.3,0.29018,0.40636,0.27717,0.98456,0.94889,0.9609,0.95837,0.89072,0.94889,0.9609,0.95837,0.88352,0.30545,0.66701,0.33841,1.03989,0.00819499,0.00819499,0.00819499
216,11243.3,0.2906,0.39019,0.28035,0.97656,0.97279,0.96111,0.97087,0.90405,0.97346,0.95667,0.97008,0.8992,0.31531,0.67399,0.31057,1.04826,0.00818468,0.00818468,0.00818468
217,11295.4,0.28127,0.39477,0.26832,0.97171,0.96802,0.96757,0.97745,0.92173,0.96802,0.96757,0.97745,0.91506,0.29886,0.69887,0.28077,1.0179,0.00817438,0.00817438,0.00817438
218,11346.9,0.29272,0.38411,0.27775,0.9756,0.95408,0.9696,0.97415,0.91615,0.95408,0.9696,0.97338,0.90909,0.3046,0.65944,0.28964,1.0207,0.00816408,0.00816408,0.00816408
219,11398.3,0.29516,0.3781,0.28054,0.98279,0.9699,0.96894,0.97715,0.91456,0.9699,0.96894,0.97368,0.90578,0.31485,0.63103,0.2907,1.03982,0.00815377,0.00815377,0.00815377
220,11450.5,0.27739,0.37034,0.26491,0.97259,0.97322,0.94727,0.97722,0.92611,0.97322,0.94727,0.97722,0.91091,0.29272,0.63752,0.27843,1.01127,0.00814347,0.00814347,0.00814347
221,11503,0.29113,0.37018,0.28901,0.98071,0.96437,0.94747,0.95933,0.895,0.96437,0.94747,0.95933,0.88953,0.30268,0.64142,0.34056,1.0187,0.00813316,0.00813316,0.00813316
222,11554.9,0.29279,0.38895,0.28163,0.98432,0.95666,0.97096,0.97872,0.9134,0.95666,0.97096,0.97872,0.90633,0.29347,0.72902,0.28303,1.01438,0.00812286,0.00812286,0.00812286
223,11606.6,0.28402,0.37607,0.26924,0.9764,0.96166,0.96054,0.96043,0.90135,0.96166,0.96054,0.95676,0.89082,0.29291,0.71594,0.30795,1.0208,0.00811256,0.00811256,0.00811256
224,11658.5,0.27579,0.3766,0.26934,0.97354,0.96936,0.96295,0.9761,0.91767,0.97613,0.95183,0.97368,0.90726,0.29476,0.64026,0.29199,1.01341,0.00810225,0.00810225,0.00810225
225,11710.3,0.28757,0.37986,0.27544,0.97619,0.96561,0.96275,0.96515,0.90059,0.96899,0.95613,0.96674,0.8964,0.3106,0.62395,0.30578,1.0313,0.00809195,0.00809195,0.00809195
226,11762.2,0.28401,0.40143,0.26558,0.97504,0.96471,0.96275,0.98243,0.92997,0.96811,0.96575,0.98058,0.92454,0.30063,0.69089,0.27078,1.03036,0.00808165,0.00808165,0.00808165
227,11814,0.28148,0.37938,0.2703,0.96895,0.97284,0.95836,0.97458,0.91511,0.97284,0.95836,0.97532,0.90666,0.30898,0.63571,0.29848,1.03793,0.00807134,0.00807134,0.00807134
228,11865.3,0.28216,0.38418,0.30003,0.95775,0.9699,0.95158,0.97428,0.92208,0.9699,0.95158,0.97506,0.90812,0.29273,0.64972,0.29759,1.02146,0.00806104,0.00806104,0.00806104
229,11917.1,0.2894,0.36809,0.27634,0.97577,0.95289,0.95785,0.95997,0.89172,0.95289,0.95785,0.95646,0.88193,0.30267,0.6638,0.33698,1.03598,0.00805073,0.00805073,0.00805073
230,11968.9,0.28336,0.37624,0.27188,0.98524,0.95954,0.9597,0.97191,0.90322,0.95954,0.9597,0.97191,0.89168,0.31165,0.71815,0.30224,1.04925,0.00804043,0.00804043,0.00804043
231,12020.3,0.28881,0.37811,0.27963,0.9767,0.97418,0.95148,0.97565,0.91247,0.97418,0.95148,0.97539,0.90051,0.30677,0.68479,0.31189,1.04665,0.00803013,0.00803013,0.00803013
232,12072,0.27791,0.37055,0.27066,0.97864,0.97169,0.95833,0.97391,0.91028,0.97169,0.95833,0.97658,0.90336,0.30743,0.68138,0.30228,1.04088,0.00801982,0.00801982,0.00801982
233,12123.9,0.28566,0.38001,0.26615,0.9743,0.95879,0.95995,0.9695,0.90613,0.96436,0.95913,0.9686,0.89347,0.3038,0.64378,0.29899,1.03353,0.00800952,0.00800952,0.00800952
234,12175.9,0.27298,0.35884,0.25874,0.96626,0.94944,0.96599,0.95764,0.89956,0.95271,0.96925,0.95804,0.88413,0.28661,0.70547,0.3188,1.01179,0.00799921,0.00799921,0.00799921
235,12227.4,0.27721,0.36534,0.26212,0.97539,0.95221,0.95912,0.95769,0.88862,0.95221,0.95912,0.95583,0.88305,0.30769,0.85364,0.32388,1.04847,0.00798891,0.00798891,0.00798891
236,12278.8,0.2862,0.36945,0.27346,0.97575,0.95111,0.95369,0.95696,0.89781,0.95111,0.95369,0.96001,0.87866,0.29084,0.86914,0.29716,1.00986,0.00797861,0.00797861,0.00797861
237,12330.2,0.27405,0.35876,0.2606,0.96332,0.9601,0.96658,0.97942,0.92129,0.95678,0.96316,0.97909,0.90256,0.28683,0.73024,0.28083,1.01514,0.0079683,0.0079683,0.0079683
238,12382.2,0.28057,0.34696,0.26225,0.976,0.96324,0.97372,0.97569,0.91462,0.96324,0.97372,0.97569,0.89671,0.29258,0.68255,0.29314,1.01802,0.007958,0.007958,0.007958
239,12434.3,0.27192,0.3699,0.26245,0.9673,0.95664,0.9627,0.97507,0.91872,0.95664,0.9627,0.97507,0.89887,0.29527,0.69598,0.30426,1.02264,0.0079477,0.0079477,0.0079477
240,12486.4,0.27195,0.36632,0.25833,0.9707,0.94578,0.94777,0.94763,0.88921,0.92563,0.96405,0.94652,0.87617,0.301,0.69837,0.35815,1.02841,0.00793739,0.00793739,0.00793739
241,12538.4,0.27074,0.37396,0.259,0.96203,0.95121,0.97524,0.97667,0.9056,0.96218,0.95083,0.97073,0.88711,0.32367,0.77274,0.31479,1.06176,0.00792709,0.00792709,0.00792709
242,12590.4,0.27919,0.37688,0.27121,0.97246,0.96073,0.96497,0.97286,0.91278,0.96073,0.96497,0.97262,0.89683,0.29858,0.65879,0.29578,1.02672,0.00791678,0.00791678,0.00791678
243,12641.9,0.28438,0.38085,0.26914,0.9666,0.97717,0.95262,0.96709,0.90761,0.97717,0.95262,0.96709,0.89047,0.30882,0.66168,0.30024,1.02047,0.00790648,0.00790648,0.00790648
244,12693.8,0.27784,0.35494,0.26585,0.96824,0.9807,0.97186,0.98297,0.91522,0.9773,0.96849,0.97837,0.90755,0.29862,0.74552,0.28052,1.0282,0.00789618,0.00789618,0.00789618
245,12745.7,0.27501,0.36782,0.26645,0.96843,0.98801,0.95219,0.98267,0.92254,0.99161,0.9555,0.98136,0.90512,0.28854,0.72109,0.27478,1.0169,0.00788587,0.00788587,0.00788587
246,12797.2,0.28638,0.38314,0.26632,0.96276,0.9674,0.9568,0.96852,0.91251,0.96397,0.95337,0.96837,0.8913,0.29541,0.65958,0.31308,1.01666,0.00787557,0.00787557,0.00787557
247,12849.1,0.27319,0.37758,0.26376,0.96818,0.9651,0.96275,0.96792,0.91169,0.96171,0.95933,0.96675,0.89179,0.30528,0.63745,0.3285,1.0281,0.00786527,0.00786527,0.00786527
248,12900.9,0.2693,0.36372,0.25488,0.97015,0.95951,0.96618,0.95976,0.90072,0.96014,0.96618,0.95568,0.88655,0.29662,0.71508,0.31327,1.01954,0.00785496,0.00785496,0.00785496
249,12952.8,0.27005,0.38478,0.25914,0.96893,0.97177,0.96878,0.96313,0.89858,0.97177,0.96878,0.96215,0.88799,0.30071,0.64832,0.29876,1.03729,0.00784466,0.00784466,0.00784466
250,13004.7,0.27497,0.36398,0.26178,0.96833,0.95278,0.97684,0.96042,0.893,0.95669,0.97167,0.96012,0.87524,0.30757,0.75398,0.31796,1.05241,0.00783435,0.00783435,0.00783435
251,13056.5,0.27433,0.36774,0.25937,0.96731,0.95602,0.97474,0.96854,0.90729,0.95276,0.97131,0.96917,0.89313,0.30194,0.68376,0.30244,1.03171,0.00782405,0.00782405,0.00782405
